Temp(0to1),time(0to1),B/A(0to1),T,t,B/A,mz189,mz278,mz375,mz410,mz430,mz494,mz524,Yield 494/430
0.2,0.5,0.6,46,37,26.829,0,8143900,599365.8,275720800,349849000,1410720000,123791800,0.801286402
0.2,0.6,0.6,46,41.6,26.829,0,8300620,644166.4,282242160,326410800,1442672000,126377840,0.815491508
0.2,0.7,0.6,46,46.2,26.829,0,8482720,669853,285079520,314520600,1466980000,126099880,0.82345187
0.2,0.8,0.6,46,50.8,26.829,0,8690200,676425.6,284232880,314178400,1483644000,122957920,0.82524503
0.2,0.9,0.6,46,55.4,26.829,0,8923060,663884.2,279702240,325384200,1492664000,116951960,0.821025537
0.2,1,0.6,46,60,26.829,0,9181300,632228.8,271487600,348138000,1494040000,108082000,0.811018262
0.3,0,0.6,59,14,26.829,0,8990500,546172.8,263955000,366148000,1319618000,104717400,0.782800223
0.3,0.1,0.6,59,18.6,26.829,0,8980010,684144.2,289457520,287076700,1384213000,121667890,0.828230438
0.3,0.2,0.6,59,23.2,26.829,0,8994900,803001.6,311276040,219553400,1441164000,135754380,0.86779605
0.3,0.3,0.6,59,27.8,26.829,0,9035170,902745,329410560,163578100,1490471000,146976870,0.901104447
0.3,0.4,0.6,59,32.4,26.829,0,9100820,983374.4,343861080,119150800,1532134000,155335360,0.92784358
0.3,0.5,0.6,59,37,26.829,0,9191850,1044889.8,354627600,86271500,1566153000,160829850,0.947790958
0.3,0.6,0.6,59,41.6,26.829,0,9308260,1087291.2,361710120,64940200,1592528000,163460340,0.96081964
0.3,0.7,0.6,59,46.2,26.829,0,9450050,1110578.6,365108640,55156900,1611259000,163226830,0.96690088
0.3,0.8,0.6,59,50.8,26.829,0,9617220,1114752,364823160,56921600,1622346000,160129320,0.966103318
0.3,0.9,0.6,59,55.4,26.829,0,9809770,1099811.4,360853680,70234300,1625789000,154167810,0.958588835
0.3,1,0.6,59,60,26.829,0,10027700,1065756.8,353200200,95095000,1621588000,145342300,0.944605381
0.4,0,0.6,72,14,26.829,0,10304000,1031292.8,325496000,151516000,1458336000,144453200,0.905882031
0.4,0.1,0.6,72,18.6,26.829,0,10253200,1166865,351559680,74551600,1517354000,161448140,0.953168329
0.4,0.2,0.6,72,23.2,26.829,0,10227780,1283323.2,373939360,9135200,1568728000,175579080,0.994210398
0.4,0.3,0.6,72,27.8,26.829,0,10227740,1380667.4,392635040,-44733200,1612458000,186846020,1.028533835
0.4,0.4,0.6,72,32.4,26.829,0,10253080,1458897.6,407646720,-87053600,1648544000,195248960,1.055750327
0.4,0.5,0.6,72,37,26.829,0,10303800,1518013.8,418974400,-117826000,1676986000,200787900,1.075570179
0.4,0.6,0.6,72,41.6,26.829,0,10379900,1558016,426618080,-137050400,1697784000,203462840,1.087811527
0.4,0.7,0.6,72,46.2,26.829,0,10481380,1578904.2,430577760,-144726800,1710938000,203273780,1.092405673
0.4,0.8,0.6,72,50.8,26.829,0,10608240,1580678.4,430853440,-140855200,1716448000,200220720,1.089398225
0.4,0.9,0.6,72,55.4,26.829,0,10760480,1563338.6,427445120,-125435600,1714314000,194303660,1.078946004
0.4,1,0.6,72,60,26.829,0,10938100,1526884.8,420352800,-98468000,1704536000,185522600,1.061309982
0.5,0,0.6,85,14,26.829,0,11681500,1544012.8,372477000,-3636000,1552454000,187109000,1.002347597
0.5,0.1,0.6,85,18.6,26.829,0,11590390,1677185.8,399101840,-78493500,1605895000,204148390,1.051390221
0.5,0.2,0.6,85,23.2,26.829,0,11524660,1791244.8,422042680,-141803000,1651692000,218323780,1.093916175
0.5,0.3,0.6,85,27.8,26.829,0,11484310,1886189.8,441299520,-193564500,1689845000,229635170,1.129363779
0.5,0.4,0.6,85,32.4,26.829,0,11469340,1962020.8,456872360,-233778000,1720354000,238082560,1.157259366
0.5,0.5,0.6,85,37,26.829,0,11479750,2018737.8,468761200,-262443500,1743219000,243665950,1.177233821
0.5,0.6,0.6,85,41.6,26.829,0,11515540,2056340.8,476966040,-279561000,1758440000,246385340,1.189035749
0.5,0.7,0.6,85,46.2,26.829,0,11576710,2074829.8,481486880,-285130500,1766017000,246240730,1.192540414
0.5,0.8,0.6,85,50.8,26.829,0,11663260,2074204.8,482323720,-279152000,1765950000,243232120,1.187753817
0.5,0.9,0.6,85,55.4,26.829,0,11775190,2054465.8,479476560,-261625500,1758239000,237359510,1.174811666
0.5,1,0.6,85,60,26.829,0,11912500,2015612.8,472945400,-232551000,1742884000,228622900,1.153973329
0.6,0,0.6,98,14,26.829,0,13123000,2084332.8,404898000,-99308000,1601972000,232684800,1.066087961
0.6,0.1,0.6,98,18.6,26.829,0,12991580,2215106.6,432084000,-172058600,1649836000,249768640,1.116430661
0.6,0.2,0.6,98,23.2,26.829,0,12885540,2326766.4,455586000,-233261200,1690056000,263988480,1.160119462
0.6,0.3,0.6,98,27.8,26.829,0,12804880,2419312.2,475404000,-282915800,1722632000,275344320,1.196508034
0.6,0.4,0.6,98,32.4,26.829,0,12749600,2492744,491538000,-321022400,1747564000,283836160,1.225035428
0.6,0.5,0.6,98,37,26.829,0,12719700,2547061.8,503988000,-347581000,1764852000,289464000,1.245246675
0.6,0.6,0.6,98,41.6,26.829,0,12715180,2582265.6,512754000,-362591600,1774496000,292227840,1.256810305
0.6,0.7,0.6,98,46.2,26.829,0,12736040,2598355.4,517836000,-366054200,1776496000,292127680,1.259531588
0.6,0.8,0.6,98,50.8,26.829,0,12782280,2595331.2,519234000,-357968800,1770852000,289163520,1.253360504
0.6,0.9,0.6,98,55.4,26.829,0,12853900,2573193,516948000,-338335400,1757564000,283335360,1.238393871
0.6,1,0.6,98,60,26.829,0,12950900,2531940.8,510978000,-307154000,1736632000,274643200,1.214871443
0.7,0,0.6,111,14,26.829,0,14628500,2652252.8,422759000,-135500000,1606890000,281180600,1.092089793
0.7,0.1,0.6,111,18.6,26.829,0,14456770,2780627.4,450506160,-206143700,1649177000,298308890,1.14285443
0.7,0.2,0.6,111,23.2,26.829,0,14310420,2889888,474569320,-265239400,1683820000,312573180,1.186975206
0.7,0.3,0.6,111,27.8,26.829,0,14189450,2980034.6,494948480,-312787100,1710819000,323973470,1.223733879
0.7,0.4,0.6,111,32.4,26.829,0,14093860,3051067.2,511643640,-348786800,1730174000,332509760,1.25249025
0.7,0.5,0.6,111,37,26.829,0,14023650,3102985.8,524654800,-373238500,1741885000,338182050,1.272706283
0.7,0.6,0.6,111,41.6,26.829,0,13978820,3135790.4,533981960,-386142200,1745952000,340990340,1.283967802
0.7,0.7,0.6,111,46.2,26.829,0,13959370,3149481,539625120,-387497900,1742375000,340934630,1.286002251
0.7,0.8,0.6,111,50.8,26.829,0,13965300,3144057.6,541584280,-377305600,1731154000,338014920,1.278691174
0.7,0.9,0.6,111,55.4,26.829,0,13996610,3119520.2,539859440,-355565300,1712289000,332231210,1.262076427
0.7,1,0.6,111,60,26.829,0,14053300,3075868.8,534450600,-322277000,1685780000,323583500,1.236359583
0.8,0,0.6,124,14,26.829,0,16198000,3247772.8,426060000,-112212000,1567208000,332596400,1.077121862
0.8,0.1,0.6,124,18.6,26.829,0,15985960,3373748.2,454368320,-180748800,1603918000,349769140,1.127004435
0.8,0.2,0.6,124,23.2,26.829,0,15799300,3480609.6,478992640,-237737600,1632984000,364077880,1.170391122
0.8,0.3,0.6,124,27.8,26.829,0,15638020,3568357,499932960,-283178400,1654406000,375522620,1.206514513
0.8,0.4,0.6,124,32.4,26.829,0,15502120,3636990.4,517189280,-317071200,1668184000,384103360,1.234674115
0.8,0.5,0.6,124,37,26.829,0,15391600,3686509.8,530761600,-339416000,1674318000,389820100,1.25426286
0.8,0.6,0.6,124,41.6,26.829,0,15306460,3716915.2,540649920,-350212800,1672808000,392672840,1.26479213
0.8,0.7,0.6,124,46.2,26.829,0,15246700,3728206.6,546854240,-349461600,1663654000,392661580,1.265913576
0.8,0.8,0.6,124,50.8,26.829,0,15212320,3720384,549374560,-337162400,1646856000,389786320,1.25743609
0.8,0.9,0.6,124,55.4,26.829,0,15203320,3693447.4,548210880,-313315200,1622414000,384047060,1.239336557
0.8,1,0.6,124,60,26.829,0,15219700,3647396.8,543363200,-277920000,1590328000,375443800,1.211763415
0.9,0,0.6,137,14,26.829,0,17831500,3870892.8,414801000,-29444000,1482926000,386932200,1.020257561
0.9,0.1,0.6,137,18.6,26.829,0,17579150,3994469,443670480,-95873900,1514059000,404149390,1.067603235
0.9,0.2,0.6,137,23.2,26.829,0,17352180,4098931.2,468855960,-150755800,1537548000,418502580,1.108708284
0.9,0.3,0.6,137,27.8,26.829,0,17150590,4184279.4,490357440,-194089700,1553393000,429991770,1.142786161
0.9,0.4,0.6,137,32.4,26.829,0,16974380,4250513.6,508174920,-225875600,1561594000,438616960,1.169104206
0.9,0.5,0.6,137,37,26.829,0,16823550,4297633.8,522308400,-246113500,1562151000,444378150,1.187011008
0.9,0.6,0.6,137,41.6,26.829,0,16698100,4325640,532757880,-254803400,1555064000,447275340,1.195963332
0.9,0.7,0.6,137,46.2,26.829,0,16598030,4334532.2,539523360,-251945300,1540333000,447308530,1.195550842
0.9,0.8,0.6,137,50.8,26.829,0,16523340,4324310.4,542604840,-237539200,1517958000,444477720,1.185516801
0.9,0.9,0.6,137,55.4,26.829,0,16474030,4294974.6,542002320,-211585100,1487939000,438782910,1.165773067
0.9,1,0.6,137,60,26.829,0,16450100,4246524.8,537715800,-174083000,1450276000,430224100,1.136408051
1,0,0.6,150,14,26.829,0,19529000,4521612.8,388982000,112804000,1354044000,444188000,0.92309769
1,0.1,0.6,150,18.6,26.829,0,19236340,4642789.8,418412640,48481000,1379600000,461449640,0.966051646
1,0.2,0.6,150,23.2,26.829,0,18969060,4744852.8,444159280,-4294000,1397512000,475847280,1.003082073
1,0.3,0.6,150,27.8,26.829,0,18727160,4827801.8,466221920,-45521000,1407780000,487380920,1.033415819
1,0.4,0.6,150,32.4,26.829,0,18510640,4891636.8,484600560,-75200000,1410404000,496050560,1.056320982
1,0.5,0.6,150,37,26.829,0,18319500,4936357.8,499295200,-93331000,1405384000,501856200,1.071133559
1,0.6,0.6,150,41.6,26.829,0,18153740,4961964.8,510305840,-99914000,1392720000,504797840,1.077284604
1,0.7,0.6,150,46.2,26.829,0,18013360,4968457.8,517632480,-94949000,1372412000,504875480,1.074326223
1,0.8,0.6,150,50.8,26.829,0,17898360,4955836.8,521275120,-78436000,1344460000,502089120,1.061954592
1,0.9,0.6,150,55.4,26.829,0,17808740,4924101.8,521233760,-50375000,1308864000,496438760,1.040028161
1,1,0.6,150,60,26.829,0,17744500,4873252.8,517508400,-10766000,1265624000,487924400,1.008579457
0,0,0.7,20,14,29.268,0,5465300,-722436.3,-9902000,1375471000,664061000,-1920000,0.325594793
0,0.1,0.7,20,18.6,29.268,0,5588110,-573096.3,13838880,1288013000,748875000,14915330,0.367656445
0,0.2,0.7,20,23.2,29.268,0,5736300,-442870.3,33895760,1212103000,826045000,28886660,0.405291961
0,0.3,0.7,20,27.8,29.268,0,5909870,-331758.3,50268640,1147741000,895571000,39993990,0.438293809
0,0.4,0.7,20,32.4,29.268,0,6108820,-239760.3,62957520,1094927000,957453000,48237320,0.466508639
0,0.5,0.7,20,37,29.268,0,6333150,-166876.3,71962400,1053661000,1011691000,53616650,0.489839504
0,0.6,0.7,20,41.6,29.268,0,6582860,-113106.3,77283280,1023943000,1058285000,56131980,0.508246455
0,0.7,0.7,20,46.2,29.268,0,6857950,-78450.3,78920160,1005773000,1097235000,55783310,0.521745519
0,0.8,0.7,20,50.8,29.268,0,7158420,-62908.3,76873040,999151000,1128541000,52570640,0.530406187
0,0.9,0.7,20,55.4,29.268,0,7484270,-66480.3,71141920,1004077000,1152203000,46493970,0.53434758
0,1,0.7,20,60,29.268,0,7835500,-89166.3,61726800,1020551000,1168221000,37553300,0.533733527
0.1,0,0.7,33,14,29.268,0,6575550,-332196.3,95602500,976447000,934132000,29455100,0.488926132
0.1,0.1,0.7,33,18.6,29.268,0,6656630,-185390.7,119847000,891599200,1013103000,46346840,0.531895747
0.1,0.2,0.7,33,23.2,29.268,0,6763090,-57699.1,140407500,818299400,1084430000,60374580,0.569933907
0.1,0.3,0.7,33,27.8,29.268,0,6894930,50878.5,157284000,756547600,1148113000,71538320,0.602791384
0.1,0.4,0.7,33,32.4,29.268,0,7052150,140342.1,170476500,706343800,1204152000,79838060,0.630282464
0.1,0.5,0.7,33,37,29.268,0,7234750,210691.7,179985000,667688000,1252547000,85273800,0.652288392
0.1,0.6,0.7,33,41.6,29.268,0,7442730,261927.3,185809500,640580200,1293298000,87845540,0.668758767
0.1,0.7,0.7,33,46.2,29.268,0,7676090,294048.9,187950000,625020400,1326405000,87553280,0.679710841
0.1,0.8,0.7,33,50.8,29.268,0,7934830,307056.5,186406500,621008600,1351868000,84397020,0.685226841
0.1,0.9,0.7,33,55.4,29.268,0,8218950,300950.1,181179000,628544800,1369687000,78376760,0.685449506
0.1,1,0.7,33,60,29.268,0,8528450,275729.7,172267500,647629000,1379862000,69492500,0.680576141
0.2,0,0.7,46,14,29.268,0,7749800,85643.7,186547000,636903000,1159603000,63750200,0.645476831
0.2,0.1,0.7,46,18.6,29.268,0,7789150,229914.9,211295120,554665400,1232731000,80698350,0.689679693
0.2,0.2,0.7,46,23.2,29.268,0,7853880,355072.1,232359240,483975800,1298215000,94782500,0.728437718
0.2,0.3,0.7,46,27.8,29.268,0,7943990,461115.3,249739360,424834200,1356055000,106002650,0.76144827
0.2,0.4,0.7,46,32.4,29.268,0,8059480,548044.5,263435480,377240600,1406251000,114358800,0.788481987
0.2,0.5,0.7,46,37,29.268,0,8200350,615859.7,273447600,341195000,1448803000,119850950,0.809388055
0.2,0.6,0.7,46,41.6,29.268,0,8366600,664560.9,279775720,316697400,1483711000,122479100,0.82409691
0.2,0.7,0.7,46,46.2,29.268,0,8558230,694148.1,282419840,303747800,1510975000,122243250,0.832620277
0.2,0.8,0.7,46,50.8,29.268,0,8775240,704621.3,281379960,302346200,1530595000,119143400,0.835048609
0.2,0.9,0.7,46,55.4,29.268,0,9017630,695980.5,276656080,312492600,1542571000,113179550,0.831546153
0.2,1,0.7,46,60,29.268,0,9285400,668225.7,268248200,334187000,1546903000,104351700,0.82234396
0.3,0,0.7,59,14,29.268,0,8988050,531083.7,262931500,356839000,1340474000,100965300,0.789762407
0.3,0.1,0.7,59,18.6,29.268,0,8985670,672820.5,288183240,277211600,1407759000,117969860,0.835479859
0.3,0.2,0.7,59,23.2,29.268,0,9008670,795443.3,309750980,209132200,1467400000,132110420,0.875259062
0.3,0.3,0.7,59,27.8,29.268,0,9057050,898952.1,327634720,152600800,1519397000,143386980,0.908731459
0.3,0.4,0.7,59,32.4,29.268,0,9130810,983346.9,341834460,107617400,1563750000,151799540,0.935611165
0.3,0.5,0.7,59,37,29.268,0,9229950,1048627.7,352350200,74182000,1600459000,157348100,0.955702745
0.3,0.6,0.7,59,41.6,29.268,0,9354470,1094794.5,359181940,52294600,1629524000,160032660,0.968905921
0.3,0.7,0.7,59,46.2,29.268,0,9504370,1121847.3,362329680,41955200,1650945000,159853220,0.975216968
0.3,0.8,0.7,59,50.8,29.268,0,9679650,1129786.1,361793420,43163800,1664722000,156809780,0.974726765
0.3,0.9,0.7,59,55.4,29.268,0,9880310,1118610.9,357573160,55920400,1670855000,150902340,0.967615707
0.3,1,0.7,59,60,29.268,0,10106350,1088321.7,349668900,80225000,1669344000,142130900,0.95414585
0.4,0,0.7,72,14,29.268,0,10290300,1004123.7,324756000,136255000,1476745000,141100400,0.915526968
0.4,0.1,0.7,72,18.6,29.268,0,10246190,1143326.1,350511360,59237800,1538187000,158161370,0.962916689
0.4,0.2,0.7,72,23.2,29.268,0,10227460,1263414.5,372582720,-6231400,1591985000,172358340,1.003929614
0.4,0.3,0.7,72,27.8,29.268,0,10234110,1364388.9,390970080,-60152600,1638139000,183691310,1.038119847
0.4,0.4,0.7,72,32.4,29.268,0,10266140,1446249.3,405673440,-102525800,1676649000,192160280,1.065132005
0.4,0.5,0.7,72,37,29.268,0,10323550,1508995.7,416692800,-133351000,1707515000,197765250,1.084712266
0.4,0.6,0.7,72,41.6,29.268,0,10406340,1552628.1,424028160,-152628200,1730737000,200506220,1.096715892
0.4,0.7,0.7,72,46.2,29.268,0,10514510,1577146.5,427679520,-160357400,1746315000,200383190,1.101110774
0.4,0.8,0.7,72,50.8,29.268,0,10648060,1582550.9,427646880,-156538600,1754249000,197396160,1.09797683
0.4,0.9,0.7,72,55.4,29.268,0,10806990,1568841.3,423930240,-141171800,1754539000,191545130,1.087501345
0.4,1,0.7,72,60,29.268,0,10991300,1536017.7,416529600,-114257000,1747185000,182830100,1.069970629
0.5,0,0.7,85,14,29.268,0,11656550,1504763.7,372020500,-24849000,1568416000,184155500,1.016098427
0.5,0.1,0.7,85,18.6,29.268,0,11570710,1641431.7,398279480,-99256000,1624015000,201272880,1.065096189
0.5,0.2,0.7,85,23.2,29.268,0,11510250,1758985.7,420854460,-162115000,1671970000,215526260,1.107371238
0.5,0.3,0.7,85,27.8,29.268,0,11475170,1857425.7,439745440,-213426000,1712281000,226915640,1.142392693
0.5,0.4,0.7,85,32.4,29.268,0,11465470,1936751.7,454952420,-253189000,1744948000,235441020,1.169725137
0.5,0.5,0.7,85,37,29.268,0,11481150,1996963.7,466475400,-281404000,1769971000,241102400,1.189043557
0.5,0.6,0.7,85,41.6,29.268,0,11522210,2038061.7,474314380,-298071000,1787350000,243899780,1.200144499
0.5,0.7,0.7,85,46.2,29.268,0,11588650,2060045.7,478469360,-303190000,1797085000,243833160,1.202952684
0.5,0.8,0.7,85,50.8,29.268,0,11680470,2062915.7,478940340,-296761000,1799176000,240902540,1.197522655
0.5,0.9,0.7,85,55.4,29.268,0,11797670,2046671.7,475727320,-278784000,1793623000,235107920,1.184035399
0.5,1,0.7,85,60,29.268,0,11940250,2011313.7,468830300,-249259000,1780426000,226449300,1.162790212
0.6,0,0.7,98,14,29.268,0,13086800,2033003.7,404725000,-126473000,1615487000,230130600,1.084937415
0.6,0.1,0.7,98,18.6,29.268,0,12959230,2167137.3,431487600,-198269800,1665243000,247304390,1.135155707
0.6,0.2,0.7,98,23.2,29.268,0,12857040,2282156.9,454566200,-258518600,1707355000,261614180,1.178431878
0.6,0.3,0.7,98,27.8,29.268,0,12780230,2378062.5,473960800,-307219400,1741823000,273059970,1.21414933
0.6,0.4,0.7,98,32.4,29.268,0,12728800,2454854.1,489671400,-344372200,1768647000,281641760,1.241787751
0.6,0.5,0.7,98,37,29.268,0,12702750,2512531.7,501698000,-369977000,1787827000,287359550,1.260942272
0.6,0.6,0.7,98,41.6,29.268,0,12702080,2551095.3,510040600,-384033800,1799363000,290213340,1.271338852
0.6,0.7,0.7,98,46.2,29.268,0,12726790,2570544.9,514699200,-386542600,1803255000,290203130,1.272844792
0.6,0.8,0.7,98,50.8,29.268,0,12776880,2570880.5,515673800,-377503400,1799503000,287328920,1.265473633
0.6,0.9,0.7,98,55.4,29.268,0,12852350,2552102.1,512964400,-356916200,1788107000,281590710,1.249384079
0.6,1,0.7,98,60,29.268,0,12953200,2514209.7,506571000,-324781000,1769067000,272988500,1.224873051
0.7,0,0.7,111,14,29.268,0,14581050,2588843.7,422869500,-168617000,1617958000,279025700,1.116340461
0.7,0.1,0.7,111,18.6,29.268,0,14411750,2720442.9,450135720,-237803600,1661871000,296255900,1.166989006
0.7,0.2,0.7,111,23.2,29.268,0,14267830,2832928.1,473717940,-295442200,1698140000,310622100,1.21062427
0.7,0.3,0.7,111,27.8,29.268,0,14149290,2926299.3,493616160,-341532800,1726765000,322124300,1.246552744
0.7,0.4,0.7,111,32.4,29.268,0,14056130,3000556.5,509830380,-376075400,1747746000,330762500,1.27417326
0.7,0.5,0.7,111,37,29.268,0,13988350,3055699.7,522360600,-399070000,1761083000,336536700,1.29300014
0.7,0.6,0.7,111,41.6,29.268,0,13945950,3091728.9,531206820,-410516600,1766776000,339446900,1.302682953
0.7,0.7,0.7,111,46.2,29.268,0,13928930,3108644.1,536369040,-410415200,1764825000,339493100,1.303021434
0.7,0.8,0.7,111,50.8,29.268,0,13937290,3106445.3,537847260,-398765800,1755230000,336675300,1.293974437
0.7,0.9,0.7,111,55.4,29.268,0,13971030,3085132.5,535641480,-375568400,1737991000,330993500,1.275662192
0.7,1,0.7,111,60,29.268,0,14030150,3044705.7,529751700,-340823000,1713108000,322447700,1.248361674
0.8,0,0.7,124,14,29.268,0,16139300,3172283.7,426454000,-151281000,1575829000,330840800,1.10619579
0.8,0.1,0.7,124,18.6,29.268,0,15928270,3301348.5,454223840,-217857400,1613899000,348127410,1.156053659
0.8,0.2,0.7,124,23.2,29.268,0,15742620,3411299.3,478309680,-272885800,1644325000,362550020,1.198977687
0.8,0.3,0.7,124,27.8,29.268,0,15582350,3502136.1,498711520,-316366200,1667107000,374108630,1.234216809
0.8,0.4,0.7,124,32.4,29.268,0,15447460,3573858.9,515429360,-348298600,1682245000,382803240,1.261103894
0.8,0.5,0.7,124,37,29.268,0,15337950,3626467.7,528463200,-368683000,1689739000,388633850,1.279082037
0.8,0.6,0.7,124,41.6,29.268,0,15253820,3659962.5,537813040,-377519400,1689589000,391600460,1.287728181
0.8,0.7,0.7,124,46.2,29.268,0,15195070,3674343.3,543478880,-374807800,1681795000,391703070,1.286772357
0.8,0.8,0.7,124,50.8,29.268,0,15161700,3669610.1,545460720,-360548200,1666357000,388941680,1.27611102
0.8,0.9,0.7,124,55.4,29.268,0,15153710,3645762.9,543758560,-334740600,1643275000,383316290,1.255813374
0.8,1,0.7,124,60,29.268,0,15171100,3602801.7,538372400,-297385000,1612549000,374826900,1.226120088
0.9,0,0.7,137,14,29.268,0,17761550,3783323.7,415478500,-74465000,1489100000,385575900,1.05263902
0.9,0.1,0.7,137,18.6,29.268,0,17508790,3909854.1,443751960,-138431200,1521327000,402918920,1.100102408
0.9,0.2,0.7,137,23.2,29.268,0,17281410,4017270.5,468341420,-190849400,1545910000,417397940,1.140841967
0.9,0.3,0.7,137,27.8,29.268,0,17079410,4105572.9,489246880,-231719600,1562849000,429012960,1.174077441
0.9,0.4,0.7,137,32.4,29.268,0,16902790,4174761.3,506468340,-261041800,1572144000,437763980,1.199101031
0.9,0.5,0.7,137,37,29.268,0,16751550,4224835.7,520005800,-278816000,1573795000,443651000,1.215305422
0.9,0.6,0.7,137,41.6,29.268,0,16625690,4255796.1,529859260,-285042200,1567802000,446674020,1.222210113
0.9,0.7,0.7,137,46.2,29.268,0,16525210,4267642.5,536028720,-279720400,1554165000,446833040,1.219484158
0.9,0.8,0.7,137,50.8,29.268,0,16450110,4260374.9,538514180,-262850600,1532884000,444128060,1.206963533
0.9,0.9,0.7,137,55.4,29.268,0,16400390,4233993.3,537315640,-234432800,1503959000,438559080,1.184661648
0.9,1,0.7,137,60,29.268,0,16376050,4188497.7,532433100,-194467000,1467390000,430126100,1.152772006
1,0,0.7,150,14,29.268,0,19447800,4421963.7,389943000,61831000,1357771000,443231000,0.956444835
1,0.1,0.7,150,18.6,29.268,0,19153310,4545959.7,418720080,475000,1384155000,460630430,0.999656948
1,0.2,0.7,150,23.2,29.268,0,18884200,4650841.7,443813160,-49333000,1402895000,475165860,1.036446797
1,0.3,0.7,150,27.8,29.268,0,18640470,4736609.7,465222240,-87593000,1413991000,486837290,1.066038248
1,0.4,0.7,150,32.4,29.268,0,18422120,4803263.7,482947320,-114305000,1417443000,495644720,1.087715192
1,0.5,0.7,150,37,29.268,0,18229150,4850803.7,496988400,-129469000,1413251000,501588150,1.100849677
1,0.6,0.7,150,41.6,29.268,0,18061560,4879229.7,507345480,-133085000,1401415000,504667580,1.104929317
1,0.7,0.7,150,46.2,29.268,0,17919350,4888541.7,514018560,-125153000,1381935000,504883010,1.099582107
1,0.8,0.7,150,50.8,29.268,0,17802520,4878739.7,517007640,-105673000,1354811000,502234440,1.084596738
1,0.9,0.7,150,55.4,29.268,0,17711070,4849823.7,516312720,-74645000,1320043000,496721870,1.059936663
1,1,0.7,150,60,29.268,0,17645000,4801793.7,511933800,-32069000,1277631000,488345300,1.025746611
0,0,0.8,20,14,31.707,0,5447400,-699504.8,-14552000,1394416000,695416000,-9850000,0.332761677
0,0.1,0.8,20,18.6,31.707,0,5582580,-545993.8,9110720,1304892000,783718000,7003520,0.375234247
0,0.2,0.8,20,23.2,31.707,0,5743140,-411596.8,29089440,1226916000,864376000,20993040,0.413321526
0,0.3,0.8,20,27.8,31.707,0,5929080,-296313.8,45384160,1160488000,937390000,32118560,0.446827699
0,0.4,0.8,20,32.4,31.707,0,6140400,-200144.8,57994880,1105608000,1002760000,40380080,0.475609571
0,0.5,0.8,20,37,31.707,0,6377100,-123089.8,66921600,1062276000,1060486000,45777600,0.499578379
0,0.6,0.8,20,41.6,31.707,0,6639180,-65148.8,72164320,1030492000,1110568000,48311120,0.518700083
0,0.7,0.8,20,46.2,31.707,0,6926640,-26321.8,73723040,1010256000,1153006000,47980640,0.532994154
0,0.8,0.8,20,50.8,31.707,0,7239480,-6608.8,71597760,1001568000,1187800000,44786160,0.542530995
0,0.9,0.8,20,55.4,31.707,0,7577700,-6009.8,65788480,1004428000,1214950000,38727680,0.547428153
0,1,0.8,20,60,31.707,0,7941300,-24524.8,56295200,1018836000,1234456000,29805200,0.547845552
0.1,0,0.8,33,14,31.707,0,6546400,-321344.8,91236000,989440000,963040000,21924400,0.493239367
0.1,0.1,0.8,33,18.6,31.707,0,6638430,-170503.4,115344800,903029500,1045233000,38846290,0.536494954
0.1,0.2,0.8,33,23.2,31.707,0,6755840,-38776,135769600,828167000,1119782000,52904180,0.574851806
0.1,0.3,0.8,33,27.8,31.707,0,6898630,73837.4,152510400,764852500,1186687000,64098070,0.608077367
0.1,0.4,0.8,33,32.4,31.707,0,7066800,167336.8,165567200,713086000,1245948000,72427960,0.636001213
0.1,0.5,0.8,33,37,31.707,0,7260350,241722.2,174940000,672867500,1297565000,77893850,0.658517863
0.1,0.6,0.8,33,41.6,31.707,0,7479280,296993.6,180628800,644197000,1341538000,80495740,0.675587629
0.1,0.7,0.8,33,46.2,31.707,0,7723590,333151,182633600,627074500,1377867000,80233630,0.687235513
0.1,0.8,0.8,33,50.8,31.707,0,7993280,350194.4,180954400,621500000,1406552000,77107520,0.693548292
0.1,0.9,0.8,33,55.4,31.707,0,8288350,348123.8,175591200,627473500,1427593000,71117410,0.694669978
0.1,1,0.8,33,60,31.707,0,8608800,326939.2,166544000,644995000,1440990000,62263300,0.690795955
0.2,0,0.8,46,14,31.707,0,7709400,84415.2,182464000,643944000,1186064000,56618800,0.648119571
0.2,0.1,0.8,46,18.6,31.707,0,7758280,232587,207018880,560647000,1262148000,73609060,0.692424546
0.2,0.2,0.8,46,23.2,31.707,0,7832540,361644.8,227889760,488898000,1330588000,87735320,0.731298839
0.2,0.3,0.8,46,27.8,31.707,0,7932180,471588.6,245076640,428697000,1391384000,98997580,0.764462681
0.2,0.4,0.8,46,32.4,31.707,0,8057200,562418.4,258579520,380044000,1444536000,107395840,0.791708777
0.2,0.5,0.8,46,37,31.707,0,8207600,634134.2,268398400,342939000,1490044000,112930100,0.812906612
0.2,0.6,0.8,46,41.6,31.707,0,8383380,686736,274533280,317382000,1527908000,115600360,0.82800427
0.2,0.7,0.8,46,46.2,31.707,0,8584540,720223.8,276984160,303373000,1558128000,115406620,0.837027753
0.2,0.8,0.8,46,50.8,31.707,0,8811080,734597.6,275751040,300912000,1580704000,112348880,0.84007789
0.2,0.9,0.8,46,55.4,31.707,0,9063000,729857.4,270833920,309999000,1595636000,106427140,0.837325091
0.2,1,0.8,46,60,31.707,0,9340300,706003.2,262232800,330634000,1602924000,97641400,0.829002285
