,System Pressure,,"Pump Pressure, ",,Reactor Temperature
Time(hr),PT1 (PSIA),PT2(PSIA),MX03 (PSI),MX04 (PSI,R10 (degC)
1.90917,13.38878,60.90013,96,48,121.87976
1.90944,13.40495,60.91313,96,48,121.88123
1.90972,13.45365,60.91626,96,48,121.94568
1.91,13.53541,60.90127,85,55,121.87196
1.91028,13.59699,60.87876,85,55,121.80489
1.91055,13.61949,60.85855,85,55,121.83311
1.91083,13.61298,60.84015,85,55,121.7751
1.91111,13.59146,60.82529,85,55,121.78578
1.91139,13.55516,60.8265,85,55,121.89758
1.91167,13.52844,60.82265,85,55,121.82876
1.91194,13.4692,60.8341,85,55,121.75356
1.91222,13.45149,60.84939,95,57,121.74359
1.9125,13.43124,60.85319,95,57,121.62466
1.91278,13.45835,60.85933,95,57,121.58998
1.91305,13.5299,60.85511,95,57,121.68408
1.91333,13.58288,60.85078,95,57,121.5574
1.91361,13.63856,60.8507,95,57,121.56303
1.91389,13.65677,60.83452,95,57,121.56982
1.91417,13.63838,60.81929,95,57,121.46806
1.91444,13.58504,60.82247,99,56,121.43861
1.91472,13.51898,60.81073,99,56,121.33738
1.915,13.45963,60.81789,99,56,121.27702
1.91528,13.40269,60.82865,99,56,121.10998
1.91555,13.37672,60.83203,99,56,121.02155
1.91583,13.37046,60.84417,99,56,120.98348
1.91611,13.39286,60.84376,99,56,120.96278
1.91639,13.42913,60.84181,99,56,121.03783
1.91667,13.48178,60.83038,98,56,121.05038
1.91694,13.53565,60.81583,98,56,120.88765
1.91722,13.57627,60.79643,98,56,120.80183
1.9175,13.61634,60.78121,98,56,120.69639
1.91778,13.6013,60.76212,98,56,120.5574
1.91805,13.54611,60.74963,98,56,120.64452
1.91833,13.49368,60.75159,98,56,120.63838
1.91861,13.42977,60.7523,98,56,120.62874
1.91889,13.40073,60.7638,100,54,120.61888
1.91917,13.40686,60.76716,100,54,120.60687
1.91944,13.45164,60.76933,100,54,120.59129
1.91972,13.48991,60.76174,100,54,120.57903
1.92,13.51926,60.7484,100,54,120.56233
1.92028,13.4472,60.7625,100,54,120.53777
1.92055,13.48349,60.79573,100,54,120.5094
1.92083,13.43866,60.79055,100,54,120.47832
1.92111,13.38359,60.73539,93,49,120.44155
1.92139,13.12341,60.71493,93,49,120.4022
1.92167,12.73229,60.65474,93,49,120.3667
1.92194,12.79362,60.68151,93,49,120.3223
1.92222,12.84781,60.73474,93,49,120.00895
1.9225,13.39758,60.71821,93,49,120.00407
1.92278,13.72228,60.68549,93,49,119.99809
1.92305,13.90086,60.61779,93,49,119.99532
1.92333,13.96405,60.58097,98,64,120.08535
1.92361,13.69878,60.58027,98,64,120.29274
1.92389,13.71467,60.62101,98,64,120.37003
1.92417,13.56058,60.65183,98,64,120.46786
1.92444,13.3658,60.68787,98,64,120.57869
1.92472,13.46107,60.69471,98,64,120.69386
1.925,13.42946,60.69844,98,64,120.85182
1.92528,13.37915,60.7068,98,64,120.99736
1.92555,13.36384,60.71212,95,49,121.09607
1.92583,13.41391,60.71543,95,49,121.20918
1.92611,13.48852,60.71922,95,49,121.18779
1.92639,13.55815,60.71931,95,49,121.36124
1.92667,13.64775,60.71168,95,49,121.35714
1.92694,13.64507,60.70843,95,49,121.42702
1.92722,13.62689,60.6914,95,49,121.54366
1.9275,13.60996,60.68531,95,49,121.52901
1.92778,13.53741,60.67739,95,56,121.66416
1.92805,13.49927,60.67018,95,56,121.73592
1.92833,13.45232,60.67392,95,56,121.72366
1.92861,13.42378,60.67484,95,56,121.79118
1.92889,13.40616,60.68241,95,56,121.7516
1.92917,13.41011,60.68996,95,56,121.74673
1.92944,13.44974,60.69752,95,56,121.82642
1.92972,13.5058,60.69578,95,56,121.70393
1.93,13.53914,60.6848,95,56,121.75336
1.93028,13.58314,60.66656,95,56,121.74361
1.93055,13.5801,60.65134,95,56,121.66304
1.93083,13.54894,60.63998,95,56,121.61684
1.93111,13.53473,60.63617,95,56,121.60751
1.93139,13.48521,60.6362,95,56,121.54237
1.93167,13.42871,60.64176,95,56,121.48918
1.93194,13.39988,60.64176,95,56,121.52846
1.93222,13.39677,60.6456,96,57,121.4536
1.9325,13.4115,60.65418,96,57,121.36111
1.93278,13.47119,60.66016,96,57,121.41618
1.93305,13.52249,60.6754,96,57,121.3525
1.93333,13.55725,60.68185,96,57,121.29128
1.93361,13.58099,60.67593,96,57,121.20546
1.93389,13.59273,60.65919,96,57,120.98879
1.93417,13.59159,60.63629,96,57,120.96887
1.93444,13.56757,60.6279,94,56,120.90694
1.93472,13.53743,60.62484,94,56,120.94482
1.935,13.4855,60.62481,94,56,120.95299
1.93528,13.43501,60.63245,94,56,120.87363
1.93555,13.43421,60.63629,94,56,120.76654
1.93583,13.40278,60.63628,94,56,120.73147
1.93611,13.43453,60.63626,94,56,120.64687
1.93639,13.49003,60.63628,94,56,120.64243
1.93667,13.52962,60.63629,98,57,120.60879
1.93694,13.61973,60.63628,98,57,120.57869
1.93722,13.66342,60.63245,98,57,120.56667
1.9375,13.64614,60.62866,98,57,120.56166
1.93778,13.60571,60.61546,98,57,120.55434
1.93805,13.56272,60.60702,98,57,120.54586
1.93833,13.45182,60.61084,98,57,120.53455
1.93861,13.31101,60.59978,98,57,120.52069
1.93889,13.18421,60.56271,92,55,120.50224
1.93917,13.29943,60.59399,92,55,120.48147
1.93944,13.62477,60.61687,92,55,120.4514
1.93972,13.92876,60.61483,92,55,120.41604
1.94,14.34341,60.6556,92,55,120.37962
1.94028,14.4388,60.58689,92,55,120.3417
1.94055,13.88076,60.52628,92,55,120.29913
1.94083,13.48751,60.53746,92,55,119.90456
1.94111,12.98031,60.55141,96,55,119.89879
1.94139,12.96954,60.62494,96,55,120.05215
1.94167,13.25524,60.69187,96,55,120.16209
1.94194,13.37653,60.69096,96,55,120.14353
1.94222,13.42769,60.69707,96,55,120.30051
1.9425,13.23083,60.67037,96,55,120.53139
1.94278,13.17965,60.63227,96,55,120.54134
1.94305,13.27175,60.62689,96,55,120.77589
1.94333,13.52509,60.60007,92,54,121.00523
1.94361,13.57801,60.58127,92,54,121.04563
1.94389,13.64079,60.56696,92,54,121.18357
1.94417,13.64421,60.55212,92,54,121.28739
1.94444,13.59891,60.53693,92,54,121.35388
1.94472,13.55742,60.52982,92,54,121.50925
1.945,13.48072,60.52594,92,54,121.53184
1.94528,13.43096,60.52696,92,54,121.62453
1.94555,13.40692,60.53574,109,68,121.68709
1.94583,13.41759,60.5413,109,68,121.81687
1.94611,13.46898,60.53811,109,68,121.81606
1.94639,13.53863,60.54488,109,68,121.92092
1.94667,13.60766,60.5298,109,68,122.00784
1.94694,13.65608,60.51205,109,68,121.86021
1.94722,13.66035,60.49654,109,68,121.98277
1.9475,13.63962,60.47577,109,68,121.8657
1.94778,13.58244,60.4518,106,64,121.78557
1.94805,13.50665,60.43319,106,64,121.91722
1.94833,13.47659,60.41833,106,64,121.80892
1.94861,13.4301,60.40464,106,64,121.81893
1.94889,13.4045,60.41195,106,64,121.82192
1.94917,13.43,60.4195,106,64,121.71262
1.94944,13.44038,60.42334,106,64,121.73573
1.94972,13.50889,60.42334,106,64,121.74725
1.95,13.59549,60.4176,89,55,121.67141
1.95028,13.62819,60.40028,89,55,121.64705
1.95055,13.6538,60.38897,89,55,121.58337
1.95083,13.60543,60.37694,89,55,121.50077
1.95111,13.52934,60.36265,89,55,121.40887
1.95139,13.48998,60.35322,89,55,121.48672
1.95167,13.42533,60.34198,89,55,121.45398
1.95194,13.40899,60.34328,89,55,121.40469
1.95222,13.41034,60.34533,79,49,121.525
1.9525,13.42337,60.3502,79,49,121.36719
1.95278,13.46047,60.36141,79,49,121.16943
1.95305,13.50494,60.35447,79,49,121.13967
1.95333,13.56066,60.34793,79,49,120.98104
1.95361,13.58501,60.34038,79,49,120.90401
1.95389,13.57399,60.32921,79,49,120.97652
1.95417,13.56138,60.33295,79,49,120.86354
1.95444,13.5519,60.33672,98,59,120.73808
1.95472,13.55348,60.34434,98,59,120.80052
1.955,13.59181,60.34433,98,59,120.68871
1.95528,13.58253,60.34054,98,59,120.68259
1.95555,13.51942,60.33684,98,59,120.68259
1.95583,13.47729,60.32554,98,59,120.6111
1.95611,13.41231,60.32545,98,59,120.60568
1.95639,13.38317,60.32546,98,59,120.59282
1.95667,13.39984,60.33687,95,62,120.58452
1.95694,13.38294,60.36243,95,62,120.57251
1.95722,13.29745,60.37982,95,62,120.55294
1.9575,13.4075,60.39836,95,62,120.53578
1.95778,13.66447,60.41483,95,62,120.51406
1.95805,13.77642,60.37467,95,62,120.48794
1.95833,13.82776,60.31117,95,62,120.46155
1.95861,13.60815,60.2431,95,62,120.42934
1.95889,13.26035,60.24395,98,57,120.39803
1.95917,13.1837,60.29245,98,57,120.36333
1.95944,13.45937,60.37923,98,57,120.16768
1.95972,13.62172,60.43132,98,57,120.17497
1.96,13.7988,60.40038,98,57,120.20979
1.96028,13.8058,60.35893,98,57,120.35925
1.96055,13.65364,60.2948,98,57,120.38496
1.96083,13.56789,60.27075,98,57,120.46925
1.96111,13.49376,60.2595,96,56,120.56752
1.96139,13.42333,60.24291,96,56,120.62573
1.96167,13.39767,60.23954,96,56,120.76056
1.96194,13.41936,60.23941,96,56,120.96413
1.96222,13.43129,60.24163,96,56,120.9492
1.9625,13.49875,60.25075,96,56,121.08504
1.96278,13.54848,60.2519,96,56,121.18217
1.96305,13.58189,60.25075,96,56,121.1927
1.96333,13.61081,60.23948,95,56,121.34318
1.96361,13.60772,60.22438,95,56,121.46527
1.96389,13.57116,60.2096,95,56,121.39479
1.96417,13.51235,60.18766,95,56,121.36739
1.96444,13.49037,60.17865,95,56,121.39648
1.96472,13.43575,60.17062,95,56,121.25594
1.965,13.41013,60.16682,95,56,121.29069
1.96528,13.43254,60.17028,95,56,121.35138
1.96555,13.43549,60.17033,96,51,121.37166
1.96583,13.48161,60.17131,96,51,121.35654
1.96611,13.52508,60.1578,96,51,121.43295
1.96639,13.57059,60.14323,96,51,121.41194
1.96667,13.56357,60.12271,96,51,121.25108
1.96694,13.571,60.10673,96,51,121.34684
1.96722,13.5294,60.08937,96,51,121.30714
1.9675,13.48163,60.07656,96,51,121.15427
1.96778,13.43764,60.05938,93,52,121.26685
1.96805,13.41473,60.04774,93,52,121.06383
1.96833,13.41133,60.04061,93,52,121.01843
1.96861,13.40382,60.03317,93,52,120.95445
1.96889,13.45614,60.03322,93,52,120.92336
1.96917,13.49085,60.02951,93,52,120.90896
1.96944,13.56331,60.02943,93,52,120.73702
1.96972,13.61524,60.02793,93,52,120.76
1.97,13.61818,60.02258,96,54,120.74325
1.97028,13.61064,60.01844,96,54,120.66544
1.97055,13.55158,60.00653,96,54,120.63206
1.97083,13.48968,60.00272,96,54,120.60891
1.97111,13.45784,59.99918,96,54,120.70351
1.97139,13.41243,59.9907,96,54,120.69838
1.97167,13.36778,59.99165,96,54,120.68496
1.97194,13.1249,59.95753,96,54,120.66638
1.97222,13.1065,59.94919,95,41,120.6519
1.9725,12.92422,59.92317,95,41,120.62123
1.97278,12.95666,59.92655,95,41,120.5984
1.97305,13.285,59.95168,95,41,120.57427
1.97333,13.53026,59.96431,95,41,120.30039
1.97361,13.79462,59.97467,95,41,120.26974
1.97389,13.46207,59.89645,95,41,120.23818
1.97417,13.26135,59.86039,95,41,120.21444
1.97444,13.02064,59.83248,92,48,120.20038
1.97472,13.11462,59.85751,92,48,120.14429
1.975,13.52124,59.93034,92,48,120.18993
1.97528,13.70528,59.96301,92,48,120.18578
1.97555,13.58031,59.95313,92,48,120.27956
1.97583,13.41368,59.9264,92,48,120.28249
1.97611,13.32548,59.9109,92,48,120.41515
1.97639,13.36764,59.91094,92,48,120.51926
1.97667,13.55549,59.92651,95,58,120.58596
1.97694,13.62741,59.9245,95,58,120.66648
1.97722,13.58102,59.91098,95,58,120.73789
1.9775,13.53135,59.8961,95,58,120.81912
1.97778,13.46701,59.88129,95,58,120.86168
1.97805,13.40461,59.86964,95,58,120.98222
1.97833,13.3878,59.85981,95,58,121.06643
1.97861,13.39399,59.84568,95,58,121.144
1.97889,13.4337,59.84835,100,60,121.27578
1.97917,13.49688,59.84315,100,60,121.25687
1.97944,13.55621,59.82966,100,60,121.18362
1.97972,13.60495,59.82483,100,60,121.20931
1.98,13.60742,59.80133,100,60,121.252
1.98028,13.56681,59.79076,100,60,121.23515
1.98055,13.53475,59.78649,100,60,121.26733
1.98083,13.46864,59.77124,100,60,121.39877
1.98111,13.41337,59.76587,96,50,121.3073
1.98139,13.4042,59.75784,96,50,121.22569
1.98167,13.39183,59.75106,96,50,121.22504
1.98194,13.44485,59.76655,96,50,121.08415
1.98222,13.5239,59.77799,96,50,121.05576
1.9825,13.58262,59.78943,96,50,121.04397
1.98278,13.64594,59.80215,96,50,121.08408
1.98305,13.64399,59.79108,96,50,121.04476
1.98333,13.62797,59.77768,97,55,120.92605
1.98361,13.58314,59.75866,97,55,120.89628
1.98389,13.50555,59.74044,97,55,120.84535
1.98417,13.45508,59.73008,97,55,120.84422
1.98444,13.39636,59.7112,97,55,120.80619
1.98472,13.40875,59.70677,97,55,120.76931
1.985,13.44059,59.69571,97,55,120.79506
1.98528,13.49642,59.68948,97,55,120.68472
1.98555,13.53496,59.68791,91,57,120.66428
1.98583,13.57268,59.69175,91,57,120.65965
1.98611,13.61983,59.69977,91,57,120.65385
1.98639,13.61233,59.6951,91,57,120.64579
1.98667,13.60172,59.70163,91,57,120.63784
1.98694,13.54311,59.68852,91,57,120.62295
1.98722,13.30578,59.64563,91,57,120.60283
1.9875,13.27758,59.63612,91,57,120.58097
1.98778,13.4892,59.66366,84,56,120.55589
1.98805,13.57809,59.67792,84,56,120.52754
1.98833,13.80958,59.70807,84,56,120.50453
1.98861,13.9195,59.71878,84,56,120.42534
1.98889,13.73824,59.68587,84,56,120.14197
1.98917,13.58503,59.64971,84,56,120.13582
1.98944,13.55914,59.64305,84,56,120.13324
1.98972,13.68051,59.67124,84,56,120.13731
1.99,13.64914,59.66745,88,57,120.29146
