Time (hr),MX03 (uL/min),MX04 (uL/min)
0.81136,86.33322,85.82555
0.81138,86.61045,85.90442
0.8114,86.87811,86.02391
0.81142,87.20382,86.02118
0.81144,87.51314,85.86173
0.81146,87.79002,85.75384
0.81148,88.09661,85.6422
0.81149,87.71901,85.50767
0.81151,87.89586,85.43358
0.81153,86.76647,85.33833
0.81155,84.36462,85.2697
0.81157,83.91089,85.18743
0.81159,83.82383,85.1386
0.81161,83.80848,85.10242
0.81163,83.76579,85.02594
0.81164,83.62274,85.0116
0.81166,83.50427,84.98565
0.81168,83.37419,84.97439
0.8117,83.16285,84.95937
0.81172,82.95254,84.96278
0.81174,82.72994,84.91396
0.81176,82.46261,84.8805
0.81178,82.13725,84.86412
0.8118,81.82451,84.55549
0.81181,81.50735,84.40662
0.81183,81.10072,84.41209
0.81186,80.7122,84.46671
0.81188,80.32538,84.53499
0.81189,80.35235,84.56504
0.81191,80.2192,84.65381
0.81193,79.85286,84.72278
0.81195,82.78321,84.78731
0.81196,83.37044,84.87266
0.81198,83.28064,84.96177
0.81201,83.06897,85.0577
0.81203,82.78321,85.12359
0.81204,82.5671,85.26596
0.81206,82.40902,85.38033
0.81208,82.16354,85.47695
0.8121,81.94401,85.62205
0.81211,81.80266,85.74428
0.81213,81.58997,85.88187
0.81216,81.36771,86.00273
0.81218,81.24173,86.17447
0.81219,81.08605,86.33528
0.81221,80.86413,86.46877
0.81223,80.72005,86.65962
0.81225,80.60295,86.82452
0.81227,80.3923,86.99933
0.81228,80.24344,87.18198
0.81231,80.17481,87.39298
0.81233,79.99181,87.59032
0.81235,79.82895,87.7699
0.81236,79.75759,88.02084
0.81238,79.6282,88.23184
0.8124,79.451,88.45
0.81242,79.38783,88.69992
0.81244,79.31204,88.95496
0.81246,79.13996,89.19702
0.81248,79.05222,89.43054
0.8125,79.01808,89.72314
0.81251,78.87912,89.9734
0.81253,78.79001,90.23731
0.81255,78.79309,90.54355
0.81257,78.70159,90.82965
0.81259,78.58381,91.11133
0.81261,78.57937,91.39436
0.81263,78.54659,91.73577
0.81265,78.44247,92.02461
0.81267,78.44895,92.32983
0.81268,78.46807,92.6914
0.8127,78.3793,93.01198
0.81273,78.35881,93.34383
0.81275,78.40525,93.67193
0.81276,78.36018,94.04953
0.81278,78.32604,94.39573
0.8128,78.409,94.73509
0.81282,78.42163,95.11371
0.81283,78.37486,95.49097
0.81285,78.44281,95.87779
0.81288,78.5012,96.21989
0.8129,78.47593,95.90066
0.81291,78.5449,96.30558
0.81293,78.65347,93.7955
0.81295,78.65756,91.29977
0.81297,78.66644,91.24345
0.81298,78.8054,91.30967
0.813,78.87232,91.34176
0.81303,78.92114,91.28304
0.81305,79.13521,91.23661
0.81306,79.27041,91.16081
0.81308,79.3759,91.07444
0.8131,79.90714,90.91977
0.81312,80.30591,90.74702
0.81314,80.4377,90.57767
0.81315,80.56471,90.30728
0.81318,80.76683,90.08126
0.8132,80.88871,89.831
0.81322,81.00206,89.5408
0.81323,81.2134,89.22432
0.81325,81.39503,88.88154
0.81327,81.52204,88.53774
0.81329,81.75966,88.09937
0.81331,81.99217,87.70709
0.81333,82.14614,87.30286
0.81335,82.36054,86.82626
0.81337,82.61217,86.35169
0.81338,82.80711,85.84709
0.8134,83.02664,85.40871
0.81342,83.32094,85.54426
0.81344,83.56745,84.93928
0.81346,83.76956,87.7713
0.81348,84.05943,89.67843
0.8135,84.33631,89.47152
0.81352,84.56437,89.16835
0.81354,84.87061,88.87985
0.81355,85.18061,88.62276
0.81357,85.38445,88.38446
0.81359,85.65246,88.16663
0.81362,85.87506,87.90784
0.81363,85.78253,87.71222
0.81365,85.83614,87.5835
0.81367,86.1417,87.37694
0.81369,86.47765,87.25471
0.8137,86.76683,87.40971
0.81372,87.1137,87.4285
0.81374,87.45409,87.26905
0.81377,87.76102,87.12463
0.81378,88.09253,86.97612
0.8138,87.93855,86.80472
0.81382,87.91807,86.69001
0.81384,88.12564,86.56368
0.81386,85.02595,86.46331
0.81387,84.21817,86.33528
0.8139,84.07375,86.24958
0.81392,84.07716,86.17277
0.81393,84.05736,86.06386
0.81395,83.96073,86.00446
0.81397,83.84705,85.94232
0.81399,83.73063,85.88769
0.81401,83.5753,85.82215
0.81402,83.36566,85.78869
0.81405,83.16218,85.72962
0.81407,82.94401,85.62276
0.81409,82.63025,85.63778
0.8141,82.33458,85.31037
0.81412,82.03858,85.05533
0.81414,81.65791,84.95973
0.81416,81.28099,84.96553
0.81418,80.89997,84.99353
0.8142,80.64118,84.97818
0.81422,80.80779,85.02358
0.81424,80.32879,85.04987
0.81425,82.6586,85.06523
0.81427,83.88701,85.09834
0.81429,83.9051,85.13316
0.81431,83.73337,85.17754
0.81433,83.4558,85.19358
0.81435,83.22023,85.27279
0.81437,83.05806,85.33766
0.81439,82.84638,85.38512
0.81441,82.60158,85.46433
0.81442,82.44556,85.5309
0.81444,82.26871,85.62376
0.81446,82.02972,85.68727
0.81449,81.87096,85.80848
0.8145,81.74942,85.91841
0.81452,81.52409,85.99932
0.81454,81.3445,86.12666
0.81456,81.22979,86.24445
0.81457,81.04031,86.36667
0.81459,80.84843,86.48582
0.81461,80.7699,86.64834
0.81464,80.62139,86.79788
0.81465,80.42473,86.91533
0.81467,80.32367,87.10003
0.81469,80.2291,87.25161
0.81471,80.03996,87.42198
0.81473,79.93173,87.60123
0.81474,79.88666,87.80437
0.81477,79.72278,87.99795
0.81479,79.59407,88.16558
0.81481,79.56028,88.4015
0.81482,79.4476,88.59474
0.81484,79.31172,88.81018
0.81486,79.30216,89.05565
0.81488,79.24549,89.29498
0.81489,79.11301,89.53056
0.81491,79.07716,89.75555
0.81494,79.06999,90.03995
0.81496,78.95698,90.28986
0.81497,78.9184,90.5432
0.81499,78.9539,90.85354
0.81501,78.89381,91.12839
0.81503,78.81904,91.408
0.81505,78.86547,91.6825
0.81507,78.84942,92.01367
0.81509,78.78011,92.2991
0.81511,78.83132,92.60091
0.81512,78.8839,92.95632
0.81514,78.82518,93.2728
0.81516,78.85283,93.59339
0.81518,78.93102,93.92114
0.8152,78.91872,94.28679
0.81522,78.93409,94.62581
0.81524,79.05051,94.9604
0.81526,79.08603,95.36189
0.81528,79.08466,95.71935
0.81529,79.19357,96.08022
0.81531,79.27755,96.37998
0.81533,79.29122,96.0314
0.81536,79.40285,96.46226
0.81537,79.5401,93.44553
0.81539,79.57834,91.31102
0.81541,79.66233,91.28302
0.81543,79.81426,91.31989
0.81544,79.90132,91.33491
0.81546,79.97814,91.25365
0.81548,80.22225,91.19151
0.81551,80.3653,91.10821
0.81552,80.55068,90.9952
0.81554,81.10036,90.84224
0.81556,81.50698,90.6548
0.81558,81.6514,90.47932
0.8156,81.81561,90.20277
0.81561,82.02934,89.96925
0.81564,82.17444,89.72002
0.81566,82.32432,89.41924
0.81568,82.56296,89.10275
0.81569,82.762,88.75725
0.81571,82.92861,88.40661
0.81573,83.19389,87.95765
0.81575,83.45371,87.56093
0.81576,83.63706,87.15669
0.81579,83.89107,86.66301
0.81581,84.16454,86.19186
0.81583,84.39125,85.68247
0.81584,84.65039,85.26252
0.81586,84.96483,85.37997
0.81588,85.23761,84.73846
0.8159,85.47796,88.0051
0.81592,85.80025,89.59164
0.81594,86.10104,89.34822
0.81596,86.36153,89.08329
0.81598,86.69749,88.83543
0.816,87.02183,88.57903
0.81601,87.25536,88.65209
0.81603,87.56639,88.69136
0.81605,87.75109,88.53464
0.81607,87.7067,88.3438
0.81609,87.80776,88.155
0.81611,87.96481,87.93342
0.81613,87.67153,87.77124
0.81615,88.00851,87.60736
0.81616,85.56092,87.46465
0.81618,84.12938,87.29395
0.8162,83.89278,87.16592
0.81623,83.88288,87.04164
0.81624,83.88425,86.88494
0.81626,83.84123,86.789
0.81628,83.7231,86.6835
0.8163,83.61863,86.58791
0.81632,83.50562,86.4807
0.81633,83.29907,86.41516
0.81635,83.11642,86.33493
0.81638,82.91225,86.16593
0.81639,82.6299,86.12496
0.81641,82.34277,85.92387
0.81643,82.05906,85.56335
0.81645,81.72754,85.35236
0.81647,81.35029,85.30013
0.81648,80.97507,85.28374
0.81651,80.61795,85.22502
0.81653,80.84157,85.23526
0.81655,80.50664,85.21579
0.81656,81.39261,85.20213
0.81658,83.65789,85.19701
0.8166,83.90303,85.18676
0.81662,83.77398,85.19564
0.81663,83.53806,85.17038
0.81665,83.2803,85.20248
0.81668,83.11335,85.22808
0.8167,82.94298,85.23935
0.81671,82.69648,85.2752
0.81673,82.51689,85.31207
0.81675,82.37759,85.35236
0.81677,82.14544,85.37386
0.81679,81.9679,85.44625
0.81681,81.85831,85.51282
0.81683,81.6719,85.55448
0.81685,81.46842,85.64187
0.81687,81.36258,85.70333
0.81688,81.21202,85.79312
0.8169,81.00649,85.85354
0.81692,80.89484,85.96928
0.81694,80.80778,86.07853
0.81696,80.60431,86.15808
0.81698,80.47764,86.29021
0.817,80.40936,86.40492
0.81702,80.24719,86.52168
0.81703,80.10038,86.6545
0.81705,80.06862,86.80506
0.81707,79.94571,86.95528
0.8171,79.78832,87.07614
0.81711,79.73335,87.26392
0.81713,79.66779,87.41653
0.81715,79.51996,87.57802
0.81717,79.47386,87.77127
0.81719,79.46191,87.95905
0.8172,79.33251,88.1557
0.81722,79.25331,88.32607
0.81724,79.25979,88.56506
0.81727,79.18776,88.76445
0.81728,79.09934,88.97373
0.8173,79.13894,89.22706
0.81732,79.11162,89.46435
0.81734,79.02525,89.69412
0.81735,79.03038,89.93208
0.81737,79.06725,90.21034
0.8174,78.98872,90.45752
0.81742,79.00717,90.7088
0.81743,79.07921,91.01847
0.81745,79.0536,91.28546
0.81747,79.03209,91.56882
0.81749,79.12325,91.84298
0.8175,79.14305,92.16698
0.81752,79.1294,92.4565
0.81755,79.22944,92.74533
0.81757,79.30933,93.10381
0.81758,79.29431,93.41347
0.8176,79.3725,93.72995
0.81762,79.48277,94.0642
0.81764,79.49882,94.42337
0.81766,79.56437,94.75522
0.81768,79.71117,95.09015
0.8177,79.78389,95.48994
0.81772,79.82247,95.84535
0.81774,79.9785,96.20145
0.81775,80.09321,96.47457
0.81777,80.14783,96.13862
0.81779,80.30283,96.5968
0.81781,80.47388,93.14306
0.81783,80.54183,91.32298
0.81785,80.67156,91.32912
0.81787,80.859,91.36121
0.81789,80.98021,91.37179
0.8179,81.10927,91.28883
0.81792,81.39776,91.21714
0.81794,81.56812,91.13212
0.81796,81.8515,91.01092
0.81798,82.42165,90.85659
0.818,82.84398,90.66779
0.81802,83.02356,90.48446
0.81804,83.23047,90.19938
0.81806,83.47321,89.96073
0.81807,83.65416,89.70945
0.81809,83.84364,89.3933
0.81811,84.11062,89.08329
0.81814,84.34176,88.73675
0.81815,84.5507,88.38065
0.81817,84.84466,87.93238
0.81819,85.12496,87.52917
0.81821,85.34755,87.13074
0.81822,85.63503,86.63057
0.81824,85.93854,86.15908
0.81827,86.19221,85.6654
0.81829,86.48855,85.35438
0.8183,86.81768,85.44075
0.81832,87.12051,84.9235
0.81834,87.39843,88.83337
0.81836,87.74599,90.30588
0.81838,88.07613,90.06348
0.81839,88.38067,89.78181
0.81842,88.71594,89.4899
0.81844,88.35644,89.25399
0.81846,88.50563,89.03685
0.81847,87.51553,88.83713
0.81849,84.85865,88.6135
0.81851,84.08194,88.44178
0.81853,83.817,88.28165
0.81854,83.80642,88.0775
0.81857,83.81187,87.93785
0.81859,83.70945,87.78797
0.81861,83.62272,87.65038
0.81862,83.52235,87.49503
0.81864,83.3513,87.38305
0.81866,83.17001,87.26799
0.81868,82.97711,87.0652
0.81869,82.74222,86.95936
0.81872,82.43973,86.83918
0.81874,82.15226,86.41822
0.81876,81.86751,86.08398
0.81877,81.48445,85.94673
0.81879,81.12631,85.87435
0.81881,80.7552,85.77432
0.81883,80.8006,85.7354
0.81885,80.69477,85.66609
0.81887,80.31102,85.60327
0.81889,83.24513,85.54556
0.81891,83.87846,85.48923
0.81893,83.80608,85.45986
0.81894,83.61421,85.3769
0.81896,83.33766,85.3711
0.81898,83.14341,85.33731
0.81901,82.99421,85.30522
0.81902,82.7682,85.2902
0.81904,82.55789,85.27005
0.81906,82.4302,85.27175
0.81908,82.22979,85.23317
0.81909,82.0188,85.25809
0.81911,81.90341,85.27106
0.81914,81.75729,85.26424
0.81916,81.53844,85.29292
0.81917,81.39367,85.31614
0.81919,81.29056,85.35369
0.81921,81.08128,85.36838
0.81923,80.94233,85.42675
0.81925,80.86482,85.49299
0.81926,80.69787,85.5145
0.81928,80.52546,85.59883
0.81931,80.45853,85.65926
0.81933,80.32743,85.73778
0.81934,80.1574,85.80572
0.81936,80.08775,85.90815
0.81938,80.0263,86.00546
0.8194,79.85354,86.08159
0.81941,79.77502,86.20997
0.81944,79.7279,86.32435
0.81946,79.59543,86.44009
0.81948,79.4954,86.5688
0.81949,79.49745,86.71083
0.81951,79.3998,86.86003
0.81953,79.28372,86.97167
0.81955,79.28031,87.15945
0.81957,79.24105,87.31513
0.81959,79.13521,87.47081
0.81961,79.13487,87.66918
0.81963,79.15297,87.8515
0.81964,79.05396,88.04166
0.81966,79.02119,88.21271
0.81968,79.06557,88.45205
0.8197,79.01812,88.65144
0.81972,78.97476,88.85697
0.81974,79.05772,89.10552
0.81976,79.0567,89.33735
0.81978,79.00788,89.56337
0.8198,79.06182,89.79859
0.81981,79.12635,90.07241
0.81983,79.07855,90.32607
0.81985,79.15026,90.56506
0.81988,79.24722,90.87506
0.81989,79.25063,91.13488
0.81991,79.2735,91.41143
0.81993,79.40188,91.69309
0.81995,79.44899,92.01744
0.81996,79.4763,92.30935
0.81998,79.61183,92.59819
0.82001,79.72688,92.95496
0.82003,79.74498,93.26189
0.82004,79.86994,93.57462
0.82006,80.00924,93.91092
0.82008,80.06557,94.26395
0.8201,80.1762,94.59922
0.82012,80.36295,94.92868
0.82013,80.46161,95.3295
0.82015,80.54833,95.67775
0.82018,80.73611,96.02736
0.8202,80.88121,96.25303
0.82021,80.97749,95.95942
0.82023,81.1755,96.43843
0.82025,81.36908,92.66308
0.82027,81.48004,91.12023
0.82028,81.65246,91.14958
0.82031,81.85969,91.17177
0.82033,82.01504,91.18407
0.82035,82.18984,91.09428
0.82036,82.49814,91.01985
0.82038,82.69889,90.94064
0.8204,83.07274,90.80613
0.82042,83.65553,90.6518
0.82044,84.09664,90.45583
0.82046,84.30969,90.26498
0.82048,84.5562,89.98707
0.8205,84.82626,89.74193
0.82052,85.04033,89.49885
0.82053,85.27385,89.17587
0.82055,85.56645,88.85801
0.82057,85.82557,88.51352
0.82059,86.07583,88.1984
0.82061,86.39403,87.78734
0.82063,86.7071,87.40017
0.82065,86.96794,87.33633
0.82067,87.2916,87.0707
0.82068,87.62072,86.675
0.8207,87.91332,86.18235
0.82072,88.24414,85.86108
0.82075,88.0987,85.90888
0.82076,88.07309,85.27658
0.82078,88.33188,89.25371
0.8208,85.25506,90.35955
0.82082,84.43908,90.11715
0.82083,84.30285,89.88669
0.82085,84.32744,89.64667
0.82087,84.32027,89.46709
0.8209,84.20384,89.30628
0.82091,84.14512,89.14479
0.82093,83.83204,88.9693
0.82095,83.43839,88.8365
0.82097,83.0997,88.71291
0.82099,82.92729,88.53026
0.821,82.78389,88.37696
0.82102,82.5374,88.25473
0.82105,82.30796,87.93926
0.82107,82.07649,87.52239
0.82108,81.75999,87.30013
0.8211,81.44111,87.20657
0.82112,81.11096,87.08469
0.82114,80.89792,87.03758
0.82115,81.13145,86.9635
0.82118,80.69444,86.88087
0.8212,82.85149,86.80645
0.82122,84.1591,86.74192
0.82123,84.2325,86.68184
0.82125,84.10516,86.58692
0.82127,83.88597,86.56132
0.82129,83.68556,86.50635
0.82131,83.57529,86.44626
0.82133,83.40321,86.40529
0.82135,83.20962,86.35817
0.82137,83.09081,86.33187
0.82139,82.96585,86.26973
0.8214,82.76578,86.26973
0.82142,82.65072,86.24618
0.82144,82.56775,86.21511
0.82147,82.3868,86.20624
0.82148,82.23897,86.19327
0.8215,82.16796,86.20385
0.82152,82.00442,86.182
0.82154,81.8477,86.21
0.82155,81.79,86.2339
0.82157,81.68143,86.23015
0.82159,81.51174,86.27316
0.82162,81.43322,86.29159
0.82163,81.36698,86.3428
0.82165,81.20345,86.37967
0.82167,81.12014,86.44351
0.82169,81.10068,86.52238
0.82171,80.96514,86.55856
0.82172,80.85111,86.65006
0.82174,80.83438,86.72654
0.82177,80.74253,86.81975
0.82178,80.62816,86.91057
0.8218,80.63533,87.02631
0.82182,80.61177,87.14034
0.82184,80.49261,87.22979
0.82186,80.47759,87.37592
0.82187,80.48238,87.49712
0.82189,80.39805,87.62993
0.82192,80.36459,87.78254
0.82194,80.42195,87.93448
0.82195,80.36835,88.10382
0.82197,80.31167,88.23629
0.82199,80.36663,88.44181
0.82201,80.3738,88.61218
0.82202,80.3185,88.78663
0.82205,80.3936,89.00002
0.82207,80.45369,89.19667
0.82209,80.42433,89.38376
0.8221,80.46428,89.56163
0.82212,80.56704,89.79448
0.82214,80.56704,89.99283
0.82216,80.60119,90.18846
0.82218,80.73639,90.44759
0.8222,80.78931,90.66986
0.82222,80.80296,90.89758
0.82224,80.9129,91.12769
0.82226,81.00372,91.3957
0.82227,81.00714,91.65381
0.82229,81.11365,91.89212
0.82231,81.24544,92.20212
0.82233,81.28367,92.47116
0.82235,81.35742,92.74088
0.82237,81.51651,93.0362
0.82239,81.60016,93.34928
0.82241,81.67322,93.64255
0.82242,81.85792,93.929
0.82244,81.99995,94.2909
0.82246,82.06619,94.59203
0.82248,82.2328,94.90613
0.8225,82.4076,95.24959
0.82252,82.50218,95.58861
0.82254,82.66367,95.93003
0.82256,82.8774,96.25642
0.82258,83.00713,96.6545
0.82259,83.13721,97.0007
0.82261,83.35435,97.34757
0.82264,83.53496,97.51828
0.82266,83.66948,97.26734
0.82267,83.90505,97.72585
0.82269,84.12117,93.58621
0.82271,84.27242,92.25743
0.82273,84.47999,92.29089
0.82274,84.71933,92.27212
0.82276,84.903,92.24925
0.82279,85.12731,92.12463
0.82281,85.44039,92.00992
0.82282,85.64148,91.89896
0.82284,86.04537,91.72587
0.82286,86.59402,91.53707
0.82288,86.99791,91.3148
0.8229,87.21949,91.10005
0.82292,87.45574,90.84844
0.82294,87.71317,90.57975
0.82296,87.91768,90.51557
0.82298,88.15941,90.46027
0.82299,88.43663,90.2479
0.82301,88.68962,89.87679
0.82303,88.9392,89.46197
0.82305,89.08908,88.99116
0.82307,88.71899,88.55074
0.82309,88.99792,88.13865
0.82311,86.72684,87.60809
0.82313,85.21779,87.12431
0.82314,84.9293,86.61559
0.82316,84.87126,86.33973
0.82318,84.83302,86.30251
0.8232,84.74766,85.62071
0.82322,84.59335,89.64597
0.82324,84.45235,90.51486
0.82326,84.31818,90.22364
0.82328,84.07953,89.9594
0.82329,83.87605,89.65895
0.82331,83.62886,89.38139
0.82333,83.29735,89.14956
0.82335,82.9894,88.89009
0.82337,82.40865,88.32607
0.82339,81.76474,87.93447
0.82341,81.18605,87.69514
0.82343,80.74904,87.47663
0.82345,80.39022,87.34109
0.82346,80.61282,87.18233
0.82348,80.28814,87.01196
0.82351,80.99794,86.84741
0.82353,83.33867,86.70334
0.82354,83.5944,86.5596
0.82356,83.45578,86.37149
0.82358,83.22259,86.2595
0.8236,82.94742,86.14616
0.82361,82.77023,86.05056
0.82363,82.59645,85.96897
0.82365,82.34619,85.7392
0.82368,82.15977,85.52752
0.82369,82.02287,85.29434
0.82371,81.789,85.16119
0.82373,81.59747,85.01062
0.82375,81.50529,84.85254
0.82377,81.36974,84.74192
0.82378,81.19836,84.62276
0.82381,80.98907,84.51897
0.82383,80.72891,84.40152
0.82385,80.43803,84.32915
0.82386,80.25435,84.25131
0.82388,80.113,84.15264
0.8239,79.86992,84.09222
0.82392,79.69204,84.02598
0.82394,79.58108,83.9775
0.82396,79.37555,83.90649
0.82398,79.19837,83.88429
0.824,79.11984,83.87439
0.82401,78.9744,83.83683
0.82403,78.78593,83.84912
0.82405,78.6975,83.84263
0.82407,78.60463,83.86142
0.82409,78.42265,83.8638
0.82411,78.33969,83.89964
0.82413,78.29839,83.943
0.82415,78.15909,83.95632
0.82416,78.06725,84.02699
0.82418,78.05768,84.07513
0.8242,77.97541,84.13351
0.82422,77.87606,84.20282
0.82424,77.89859,84.28408
0.82426,77.87606,84.38001
0.82428,77.76885,84.43805
0.8243,77.7692,84.56233
0.82432,77.78456,84.65792
0.82433,77.70296,84.75932
0.82435,77.70057,84.88428
0.82438,77.76066,85.02187
0.8244,77.72583,85.1598
0.82441,77.68931,85.27485
0.82443,77.7692,85.45068
0.82445,77.77705,85.60363
0.82447,77.74326,85.74976
0.82448,77.83613,85.94676
0.8245,77.90783,86.12293
0.82453,77.88632,86.30695
0.82455,77.95528,86.48653
0.82456,78.06521,86.71494
0.82458,78.08672,86.91876
0.8246,78.14681,87.11098
0.82462,78.29771,87.37114
0.82464,78.36327,87.59101
0.82465,78.40219,87.82829
0.82468,78.54832,88.06489
0.8247,78.66269,88.33563
0.82472,78.71732,88.5934
0.82473,78.87368,88.83477
0.82475,79.04713,89.15057
0.82477,79.11507,89.42062
0.82479,79.24071,89.69171
0.8248,79.42816,89.99899
0.82483,79.55142,90.30831
0.82485,79.66818,90.60704
0.82487,79.89555,90.90372
0.82488,80.06148,91.26904
0.8249,80.17653,91.58349
0.82492,80.38172,91.90612
0.82494,80.59613,92.27348
0.82496,80.73064,92.62854
0.82498,80.94573,92.97985
0.825,81.19052,93.32605
0.82502,81.36464,93.7378
0.82503,81.54423,94.10516
0.82505,81.80439,94.46433
0.82507,82.03143,94.5828
0.82509,82.22125,94.41995
0.82512,82.50531,94.92285
0.82513,82.76444,90.73166
0.82515,82.96552,89.63915
0.82517,83.225,89.70914
0.82519,83.50974,89.73441
0.8252,83.74328,89.75762
0.82522,84.03553,89.73543
0.82524,84.38242,89.69036
0.82527,84.6593,89.67841
0.82528,85.18712,89.89998
0.8253,85.81498,89.971
0.82532,86.30423,89.86209
0.82534,86.63711,89.67431
0.82535,86.94301,89.41381
0.82537,86.57257,89.18507
0.82539,86.73304,88.97578
0.82542,85.89009,88.66782
0.82543,83.35134,88.38854
0.82545,82.88359,88.07581
0.82547,82.81257,87.72928
0.82549,82.82555,87.33529
0.82551,82.81394,86.94437
0.82552,82.70742,86.53946
0.82555,82.61489,86.03006
0.82557,82.52203,85.71356
0.82559,82.35167,85.36635
0.8256,82.17754,85.31684
0.82562,81.99694,85.27485
0.82564,81.7781,84.64802
0.82566,81.47595,89.10893
0.82567,81.15366,89.57701
0.8257,80.85732,89.15093
0.82572,80.59716,88.83307
0.82574,80.3691,88.56233
0.82575,80.08743,88.40766
0.82577,80.17927,88.24037
0.82579,80.1704,88.06215
0.82581,79.50635,87.8853
0.82583,82.14002,87.73576
0.82585,82.82319,87.58656
0.82587,82.80782,87.39299
0.82589,82.67911,87.27316
0.82591,82.4548,87.13591
0.82592,82.29912,86.97851
0.82594,82.19499,86.84195
0.82596,82.00926,86.71324
0.82599,81.83548,86.59886
0.826,81.7433,86.43601
0.82602,81.58932,86.34725
0.82604,81.41383,86.23049
0.82606,81.32848,86.10109
0.82607,81.22127,86.00651
0.82609,81.03623,85.8976
0.82611,80.92765,85.81225
0.82614,80.84878,85.69617
0.82615,80.67432,85.62856
0.82617,80.55141,85.55209
0.82619,80.50907,85.45274
0.82621,80.36704,85.39777
0.82623,80.22398,85.32983
0.82624,80.1738,85.28238
0.82626,80.07513,85.21614
0.82629,79.9273,85.17209
0.8263,79.88189,85.14342
0.82632,79.8416,85.07821
0.82634,79.69343,85.07411
0.82636,79.62446,85.04134
0.82638,79.60943,85.02665
0.82639,79.49198,85.00412
0.82642,79.41038,85.00344
0.82644,79.42984,85.01437
0.82646,79.35985,84.98432
0.82647,79.25504,85.02222
0.82649,79.26084,85.03827
0.82651,79.23933,85.06592
0.82653,79.14305,85.09426
0.82654,79.14817,85.13283
0.82657,79.18026,85.19053
0.82659,79.09798,85.21443
0.82661,79.07716,85.29568
0.82662,79.13008,85.35953
0.82664,79.08844,85.42679
0.82666,79.05565,85.51147
0.82668,79.13896,85.60126
0.8267,79.16218,85.70505
0.82672,79.11643,85.77538
0.82674,79.18368,85.90819
0.82676,79.24752,86.02837
0.82678,79.22192,86.12806
0.82679,79.28986,86.27657
0.82681,79.4015,86.40972
0.82683,79.41277,86.56131
0.82686,79.44043,86.69275
0.82687,79.56914,86.87268
0.82689,79.6265,87.04032
0.82691,79.65551,87.18712
0.82693,79.80403,87.39504
0.82694,79.91704,87.57257
0.82696,79.94948,87.76581
0.82698,80.07239,87.95325
0.82701,80.2226,88.18062
0.82702,80.28406,88.39299
0.82704,80.40492,88.58931
0.82706,80.60192,88.84775
0.82708,80.70639,89.07138
0.8271,80.7955,89.30217
0.82711,80.99078,89.55003
0.82713,81.14442,89.81667
0.82716,81.24376,90.0724
0.82718,81.44895,90.32231
0.82719,81.65277,90.62992
0.82721,81.76578,90.90065
0.82723,81.94468,91.1649
0.82725,82.16353,91.47491
0.82726,82.32195,91.77672
0.82729,82.48753,92.07102
0.82731,82.74086,92.366
0.82733,82.94229,92.72347
0.82734,83.09456,93.02868
0.82736,83.3356,93.33903
0.82738,83.57016,93.6999
0.8274,83.74359,94.03824
0.82742,83.99419,94.37249
0.82744,84.25606,94.70912
0.82746,84.46535,95.10449
0.82748,84.68317,95.45034
0.82749,84.96722,95.79141
0.82751,85.2086,95.81019
0.82753,85.43086,95.74873
0.82755,85.72618,96.28885
0.82757,85.99726,91.74328
0.82759,86.21917,91.1062
