,System Pressure,,"Pump Pressure, ",,Reactor Temperature
4.11278,13.31687,61.80676,92,56,150.34908
4.11305,13.69388,61.80137,92,56,150.02837
4.11333,14.17271,61.86001,92,56,150.03436
4.11361,14.22484,61.91159,92,56,150.12161
4.11389,14.0505,61.94007,92,56,150.21834
4.11417,13.75292,61.94127,92,56,150.3191
4.11444,13.45147,61.92557,95,56,150.36516
4.11472,13.38706,61.91866,95,56,150.58908
4.115,13.45429,61.91871,95,56,150.74416
4.11528,13.52562,61.92253,95,56,150.8907
4.11555,13.58585,61.92595,95,56,151.03046
4.11583,13.61999,61.94036,95,56,151.22775
4.11611,13.61452,61.95102,95,56,151.16536
4.11639,13.57835,61.96209,95,56,151.34747
4.11667,13.54517,61.96829,84,57,151.40105
4.11694,13.48569,61.95609,84,57,151.42793
4.11722,13.44413,61.94547,84,57,151.44368
4.1175,13.40961,61.93018,84,57,151.48764
4.11778,13.41186,61.92034,84,57,151.32391
4.11805,13.44995,61.9196,84,57,151.40482
4.11833,13.49048,61.91965,84,57,151.49883
4.11861,13.54257,61.92158,84,57,151.51541
4.11889,13.57882,61.93225,98,55,151.54109
4.11917,13.59757,61.94709,98,55,151.52803
4.11944,13.60478,61.95808,98,55,151.4141
4.11972,13.57307,61.97672,98,55,151.34866
4.12,13.52625,61.9825,98,55,151.39949
4.12028,13.45517,61.97559,98,55,151.35367
4.12055,13.39878,61.9756,98,55,151.37677
4.12083,13.38421,61.96529,98,55,151.28085
4.12111,13.39022,61.9607,106,53,151.18118
4.12139,13.44612,61.95694,106,53,151.2084
4.12167,13.50254,61.95464,106,53,151.1271
4.12194,13.58274,61.96265,106,53,151.1064
4.12222,13.63814,61.96652,106,53,151.10823
4.1225,13.66902,61.98142,106,53,151.07756
4.12278,13.65112,61.99159,106,53,150.99437
4.12305,13.60825,61.99598,106,53,150.95749
4.12333,13.54596,61.99593,97,64,150.77904
4.12361,13.47628,61.99588,97,64,150.73709
4.12389,13.41563,61.9959,97,64,150.6666
4.12417,13.36678,61.99209,97,64,150.59825
4.12444,13.35327,61.99206,97,64,150.51872
4.12472,13.39161,61.99209,97,64,150.51508
4.125,13.47045,61.99209,97,64,150.50522
4.12528,13.55649,61.99588,97,64,150.49483
4.12555,13.60515,62.02983,94,51,150.47572
4.12583,13.63185,62.09087,94,51,150.45682
4.12611,13.48583,62.14263,94,51,150.4323
4.12639,13.19368,62.1647,94,51,150.40773
4.12667,13.2655,62.11042,94,51,150.38226
4.12694,13.4064,62.04176,94,51,150.34642
4.12722,13.59839,61.97063,94,51,150.34642
4.1275,14.06175,61.91288,94,51,150.31361
4.12778,14.33589,61.9443,97,63,150.27676
4.12805,14.36923,61.97183,97,63,149.93674
4.12833,14.46997,62.02201,97,63,149.95992
4.12861,14.24119,62.08887,97,63,150.13919
4.12889,13.90953,62.08886,97,63,150.31265
4.12917,13.68574,62.07428,97,63,150.35214
4.12944,13.51361,62.03344,97,63,150.66563
4.12972,13.4889,62.00041,97,63,150.80017
4.13,13.44903,61.99966,95,57,150.95872
4.13028,13.41468,62.00537,95,57,151.11018
4.13055,13.37736,62.00581,95,57,151.11188
4.13083,13.38658,62.00355,95,57,151.34273
4.13111,13.43111,62.00355,95,57,151.42024
4.13139,13.48832,62.00424,95,57,151.48503
4.13167,13.565,62.01524,95,57,151.58586
4.13194,13.61742,62.02976,95,57,151.62411
4.13222,13.63837,62.04463,96,55,151.70781
4.1325,13.63099,62.05885,96,55,151.62674
4.13278,13.59534,62.06414,96,55,151.75146
4.13305,13.56806,62.06835,96,55,151.74425
4.13333,13.50502,62.06033,96,55,151.7908
4.13361,13.45334,62.04678,96,55,151.82883
4.13389,13.38986,62.02767,96,55,151.70435
4.13417,13.36463,62.009,96,55,151.82602
4.13444,13.39418,62.00167,96,56,151.69594
4.13472,13.39608,61.99963,96,56,151.63507
4.135,13.43175,61.99961,96,56,151.7171
4.13528,13.44089,61.99956,96,56,151.49857
4.13555,13.43052,61.99965,96,56,151.61719
4.13583,13.48091,61.99197,96,56,151.55847
4.13611,13.50977,61.99194,96,56,151.41393
4.13639,13.55092,61.99197,96,56,151.43344
4.13667,13.59736,61.99192,96,59,151.3489
4.13694,13.59812,61.99573,96,59,151.30164
4.13722,13.59519,61.99961,96,59,151.36653
4.1375,13.56754,62.0085,96,59,151.31165
4.13778,13.50877,62.0123,96,59,151.03748
4.13805,13.44424,62.0127,96,59,151.04778
4.13833,13.40964,62.01227,96,59,150.84074
4.13861,13.3991,62.00341,96,59,150.81583
4.13889,13.42543,61.99954,94,56,150.74666
4.13917,13.46783,61.99954,94,56,150.72871
4.13944,13.52112,61.99194,94,56,150.63815
4.13972,13.5692,61.99348,94,56,150.57785
4.14,13.61316,62.00457,94,56,150.5757
4.14028,13.64337,62.01489,94,56,150.57306
4.14055,13.61684,62.03014,94,56,150.57053
4.14083,13.56629,62.03676,94,56,150.5657
4.14111,13.47668,62.06193,92,56,150.5552
4.14139,13.49758,62.08748,92,56,150.53842
4.14167,13.33733,62.09972,92,56,150.52391
4.14194,13.09928,62.13354,92,56,150.49837
4.14222,12.96465,62.08068,92,56,150.47462
4.1425,13.11303,62.05701,92,56,150.44759
4.14278,13.57433,62.02835,92,56,150.41159
4.14305,13.8936,62.04352,92,56,150.37871
4.14333,14.01595,62.11703,100,56,150.3388
4.14361,13.61509,62.17305,100,56,150.29713
4.14389,12.99344,62.21301,100,56,150.26083
4.14417,12.71713,62.16978,100,56,150.01051
4.14444,12.97614,62.12244,100,56,150.0067
4.14472,13.21534,62.10772,100,56,150.08371
4.145,13.51968,62.1017,100,56,150.14333
4.14528,13.71381,62.10263,100,56,150.27261
4.14555,13.5179,62.11409,102,59,150.29636
4.14583,13.44529,62.07972,102,59,150.45647
4.14611,13.44241,62.04538,102,59,150.64449
4.14639,13.49075,62.04339,102,59,150.66618
4.14667,13.56509,62.04531,102,59,150.84245
4.14694,13.63806,62.0503,102,59,151.10579
4.14722,13.65911,62.06822,102,59,151.15047
4.1475,13.67432,62.06825,102,59,151.29842
4.14778,13.63413,62.07214,90,61,151.37776
4.14805,13.57866,62.07209,90,61,151.24954
4.14833,13.50121,62.07212,90,61,151.31483
4.14861,13.41709,62.06661,90,61,151.36845
4.14889,13.36238,62.06028,90,61,151.36873
4.14917,13.36347,62.04915,90,61,151.46593
4.14944,13.40441,62.04916,90,61,151.49033
4.14972,13.45476,62.03909,90,61,151.41422
4.15,13.51098,62.03194,102,60,151.31865
4.15028,13.53172,62.03867,102,60,151.4266
4.15055,13.57056,62.03865,102,60,151.30902
4.15083,13.5975,62.05277,102,60,151.24725
4.15111,13.6098,62.06532,102,60,151.35915
4.15139,13.58084,62.07209,102,60,151.28252
4.15167,13.51905,62.0759,102,60,151.2864
4.15194,13.46598,62.07592,102,60,151.36581
4.15222,13.43484,62.07583,92,54,151.18799
4.1525,13.40079,62.07587,92,54,151.20383
4.15278,13.40422,62.07203,92,54,151.05818
4.15305,13.42662,62.06053,92,54,150.9208
4.15333,13.46183,62.0584,92,54,150.99188
4.15361,13.50852,62.0584,92,54,150.95656
4.15389,13.54747,62.0584,92,54,150.89308
4.15417,13.5764,62.06989,92,54,150.89516
4.15444,13.58436,62.07205,115,38,150.72899
4.15472,13.57167,62.0759,115,38,150.7075
4.155,13.52734,62.07592,115,38,150.66695
4.15528,13.47906,62.08321,115,38,150.54736
4.15555,13.4175,62.08739,115,38,150.58455
4.15583,13.37956,62.08358,115,38,150.57974
4.15611,13.23373,62.07406,115,38,150.56512
4.15639,13.25164,62.05769,115,38,150.55057
4.15667,13.54606,62.01703,78,52,150.52376
4.15694,13.93638,62.01017,78,52,150.49619
4.15722,14.15727,62.0525,78,52,150.46521
4.1575,13.91003,62.06009,78,52,150.42603
4.15778,13.45709,62.0803,78,52,150.39372
4.15805,13.16354,62.05187,78,52,150.35583
4.15833,13.38066,61.99316,78,52,149.99083
4.15861,13.90424,61.9554,78,52,149.98682
4.15889,14.40949,61.93264,100,59,150.06938
4.15917,14.39714,61.95798,100,59,150.0716
4.15944,14.02146,61.93296,100,59,150.06792
4.15972,13.765,61.91773,100,59,150.09349
4.16,13.47282,61.93669,100,59,150.40497
4.16028,13.45776,61.92879,100,59,150.61526
4.16055,13.57997,61.96606,100,59,150.7374
4.16083,13.60103,61.99576,100,59,150.98302
4.16111,13.59929,61.99792,100,59,151.16388
