Time (hr),MX03 (uL/min),MX04 (uL/min)
1.43141,54.99729,71.22158
1.43143,54.85014,71.26905
1.43145,54.73918,71.30149
1.43147,54.61627,71.36807
1.43149,54.58895,71.27486
1.43151,54.47082,71.36021
1.43153,54.3684,71.38376
1.43155,54.28236,71.36909
1.43157,54.2028,71.40631
1.43158,54.20724,71.27281
1.4316,54.11028,71.28271
1.43162,54.05634,71.27315
1.43164,53.99522,71.19462
1.43166,53.98224,71.19223
1.43168,54.01024,71.00752
1.4317,53.95151,70.93855
1.43172,53.93547,70.91227
1.43173,53.89654,70.7856
1.43175,53.93547,70.74292
1.43177,53.97472,70.54047
1.43179,53.95184,70.39332
1.43181,53.97164,70.32743
1.43183,53.96448,70.15092
1.43185,54.06485,70.05771
1.43187,54.11777,69.81668
1.43189,54.15328,69.58725
1.4319,54.20312,69.49609
1.43192,54.2376,69.2851
1.43195,54.37622,69.1417
1.43196,54.44143,68.88393
1.43198,54.51517,68.58246
1.432,54.59574,68.44521
1.43202,54.68622,68.1929
1.43204,54.87058,67.98806
1.43205,54.9474,67.70058
1.43207,55.07133,67.33185
1.4321,55.1775,67.15739
1.43212,55.32227,66.86548
1.43213,55.52712,66.6125
1.43215,55.63159,66.30932
1.43217,55.78762,65.88971
1.43219,55.91805,65.66848
1.43221,56.12357,65.34209
1.43222,56.35539,65.02834
1.43225,56.50117,64.69682
1.43227,56.70157,64.21406
1.43228,56.86307,63.93956
1.4323,57.11367,63.58381
1.43232,57.3513,63.22431
1.43234,57.53429,62.88016
1.43236,57.7562,62.36292
1.43238,57.95217,62.02697
1.4324,58.20004,61.63333
1.43242,58.4363,61.21168
1.43244,58.61725,60.8293
1.43245,58.46805,60.27621
1.43247,58.45405,59.86583
1.43249,58.72241,59.44281
1.43251,59.00168,58.98123
1.43253,59.27857,58.57802
1.43255,59.54555,58.00479
1.43257,59.83268,57.58827
1.43259,60.20619,57.9727
1.4326,60.48785,57.48346
1.43262,60.79853,60.44761
1.43264,61.08191,62.88975
1.43267,61.4182,62.59034
1.43268,61.80195,62.28716
1.4327,62.10615,61.9932
1.43272,62.4356,61.78903
1.43274,62.73058,61.55857
1.43276,63.10067,61.28886
1.43277,63.49158,61.08981
1.43279,63.83129,60.85526
1.43282,64.19489,60.66885
1.43284,64.5165,60.47697
1.43285,64.92996,60.22398
1.43287,65.33147,60.06932
1.43289,65.69849,59.89519
1.43291,66.08053,59.75589
1.43292,66.39907,59.63366
1.43294,66.08804,59.43871
1.43297,66.3301,59.32195
1.43299,65.11945,59.1772
1.433,62.67697,59.04097
1.43302,62.37618,58.93172
1.43304,62.55679,58.74736
1.43306,62.76813,58.65415
1.43308,62.96444,58.56265
1.43309,63.13139,58.47116
1.43312,63.28435,58.45341
1.43314,63.4414,58.39503
1.43315,63.5824,58.34997
1.43317,63.71862,58.51317
1.43319,63.83572,58.69003
1.43321,63.95215,58.79928
1.43323,64.06378,58.72689
1.43325,64.15631,58.67124
1.43327,64.23211,58.65689
1.43329,64.2922,58.61729
1.43331,64.34852,58.65586
1.43332,64.39973,58.66235
1.43334,64.4448,58.65927
1.43336,64.4868,58.68555
1.43338,64.50968,58.67599
1.4334,64.53495,58.73266
1.43342,64.54793,58.789
1.43344,64.55271,58.80027
1.43346,64.54008,58.8764
1.43347,64.51618,58.92727
1.43349,64.47726,59.04438
1.43351,64.4356,59.18231
1.43354,64.39395,59.24343
1.43355,64.34718,59.34688
1.43357,64.28367,59.42882
1.43359,64.20856,59.55412
1.43361,64.13004,59.72893
1.43363,64.03376,59.8095
1.43364,63.9392,59.95768
1.43366,63.81663,60.09869
1.43369,63.691,60.27486
1.43371,63.5616,60.51249
1.43372,63.42846,60.6569
1.43374,63.2994,60.83716
1.43376,63.13347,61.01811
1.43378,62.96993,61.20008
1.43379,62.79853,61.46775
1.43381,62.61144,61.6347
1.43384,62.42605,61.85969
1.43386,62.19559,62.10244
1.43387,61.97948,62.33119
1.43389,61.7637,62.65827
1.43391,61.54247,62.90238
1.43393,61.3185,63.14922
1.43395,61.04571,63.43293
1.43396,60.80332,63.65895
1.43399,60.53769,64.00139
1.43401,60.27549,64.28032
1.43403,59.99007,64.55959
1.43404,59.66504,64.8911
1.43406,59.37108,65.16662
1.43408,59.07234,65.55345
1.4341,58.78076,65.91228
1.43412,58.44891,66.21954
1.43414,58.08599,66.57871
1.43416,57.75209,66.87541
1.43418,57.39224,67.2735
1.43419,57.05901,67.66612
1.43421,56.66843,67.99968
1.43423,56.26795,68.39982
1.43425,55.88796,68.74704
1.43427,55.5008,69.18849
1.43429,55.13276,69.65827
1.43431,54.74936,70.02733
1.43433,54.33761,70.44931
1.43434,53.96786,70.82214
1.43436,53.99551,71.26735
1.43438,54.62099,71.7781
1.43441,54.33523,72.17107
1.43442,55.77122,72.63163
1.43444,57.85111,73.05976
1.43446,58.02591,73.5374
1.43448,57.85589,74.06317
1.4345,57.54384,73.65415
1.43451,57.29085,74.11164
1.43453,57.0406,71.16592
1.43456,56.8395,68.5763
1.43458,56.66197,68.86786
1.43459,56.41069,69.13997
1.43461,56.22087,69.17275
1.43463,56.01978,69.15807
1.43465,55.88253,69.15465
1.43466,55.7429,69.45032
1.43468,55.53362,69.6596
1.43471,55.38272,69.83236
1.43473,55.20484,70.04301
1.43474,55.11607,70.09798
1.43476,54.9935,70.31682
1.43478,54.83542,70.46807
1.4348,54.71763,70.57426
1.43482,54.5797,70.73779
1.43483,54.5343,70.74359
1.43486,54.4288,70.88426
1.43488,54.31852,71.01741
1.4349,54.23283,71.07442
1.43491,54.13485,71.20723
1.43493,54.11847,71.17616
1.43495,54.02969,71.24615
1.43497,53.96687,71.34481
1.43499,53.91123,71.34618
1.43501,53.87265,71.42846
1.43503,53.90304,71.35471
1.43505,53.8467,71.34822
1.43506,53.82247,71.42776
1.43508,53.78661,71.3902
1.4351,53.79891,71.4315
1.43512,53.84466,71.32704
1.43514,53.81872,71.24271
1.43516,53.82828,71.28505
1.43518,53.82588,71.19799
1.4352,53.89417,71.18194
1.43521,53.96587,71.04879
1.43523,53.98362,70.88628
1.43525,54.04098,70.90403
1.43528,54.0601,70.78282
1.43529,54.18266,70.7125
1.43531,54.25402,70.56262
1.43533,54.32333,70.33115
1.43535,54.4015,70.30486
1.43537,54.47252,70.13791
1.43538,54.63709,70.00407
1.4354,54.7344,69.82687
1.43543,54.84604,69.53394
1.43545,54.9652,69.45575
1.43546,55.07923,69.2649
1.43548,55.28579,69.08293
1.4355,55.38924,68.8914
1.43552,55.53912,68.54725
1.43553,55.67568,68.40965
1.43556,55.84707,68.17578
1.43558,56.08333,67.93508
1.4356,56.21954,67.71009
1.43561,56.41176,67.32667
1.43563,56.57666,67.11977
1.43565,56.8003,66.86338
1.43567,57.05704,66.56771
1.43569,57.23423,66.32531
1.43571,57.4524,65.90127
1.43573,57.65042,65.63462
1.43575,57.93038,65.33077
1.43577,58.2059,64.98117
1.43578,58.4367,64.69165
1.4358,58.70335,64.23689
1.43582,58.93142,63.88557
1.43584,59.25815,63.57011
1.43586,59.53606,63.17475
1.43588,59.80167,62.86987
1.4359,60.08027,62.38644
1.43592,60.3575,61.97641
1.43593,60.68013,61.61349
1.43595,60.9495,61.17444
1.43597,61.24722,60.81698
1.43599,61.20181,60.3093
1.43601,61.2305,59.81322
1.43603,61.51899,59.42401
1.43605,61.84367,58.95081
1.43607,62.1984,58.55477
1.43609,62.52069,58.0348
1.4361,62.88601,57.49332
1.43612,63.30083,57.76576
1.43615,63.64975,57.48
1.43617,64.02497,57.5913
1.43618,64.36399,62.28163
1.4362,64.76583,62.28915
1.43622,65.19123,61.95969
1.43624,65.56268,61.67564
1.43625,65.95052,61.43152
1.43627,66.24892,61.22019
1.4363,65.8935,60.92589
1.43632,66.19121,60.73367
1.43633,64.68523,60.51414
1.43635,62.55583,60.30145
1.43637,62.31821,60.11845
1.43639,62.49881,59.8542
1.4364,62.71629,59.68111
1.43642,62.91397,59.51757
1.43645,63.08092,59.3397
1.43647,63.2291,59.25059
1.43648,63.38308,59.11505
1.4365,63.52169,58.98941
1.43652,63.65416,59.07749
1.43654,63.77502,59.18059
1.43656,63.88393,59.20416
1.43658,64.00171,59.06008
1.4366,64.09731,58.91806
1.43662,64.17447,58.82963
1.43664,64.23592,58.71526
1.43665,64.29191,58.67736
1.43667,64.34176,58.61386
1.43669,64.38683,58.52749
1.43671,64.43122,58.47798
1.43673,64.45955,58.39639
1.43675,64.48141,58.37181
1.43677,64.49404,58.34826
1.43679,64.48789,58.27553
1.4368,64.46707,58.27417
1.43682,64.43395,58.24753
1.43684,64.38957,58.27724
1.43686,64.34553,58.33426
1.43688,64.29774,58.31344
1.4369,64.24857,58.34587
1.43692,64.18746,58.35612
1.43694,64.1062,58.39572
1.43696,64.0229,58.47698
1.43697,63.92936,58.46776
1.43699,63.82728,58.5323
1.43702,63.70949,58.59682
1.43704,63.56916,58.68388
1.43705,63.43942,58.83718
1.43707,63.30353,58.89932
1.43709,63.17209,59.00209
1.43711,63.01538,59.10656
1.43712,62.84603,59.1967
1.43714,62.67533,59.37253
1.43717,62.48141,59.46369
1.43719,62.29977,59.59957
1.4372,62.07922,59.76789
1.43722,61.8573,59.90479
1.43724,61.64118,60.14207
1.43726,61.41892,60.30834
1.43728,61.20349,60.47768
1.4373,60.93548,60.68049
1.43732,60.68215,60.83207
1.43734,60.42233,61.07583
1.43736,60.15022,61.28205
1.43737,59.87949,61.47699
1.43739,59.55172,61.72758
1.43741,59.25674,61.93209
1.43743,58.95425,62.23458
1.43745,58.65688,62.52376
1.43747,58.34073,62.75217
1.43749,57.97338,63.03213
1.43751,57.64255,63.2561
1.43752,57.2909,63.56474
1.43754,56.94915,63.89114
1.43756,56.57325,64.1431
1.43758,56.15434,64.46266
1.4376,55.78151,64.74296
1.43762,55.39333,65.09701
1.43764,55.02427,65.50125
1.43766,54.59648,65.79076
1.43768,54.15161,66.13661
1.43769,53.72382,66.45003
1.43771,53.29535,66.80988
1.43773,53.57974,67.25099
1.43775,53.36806,67.56134
1.43777,53.67944,67.94133
1.43779,56.56131,68.30868
1.43781,56.9413,68.70882
1.43783,56.79893,69.20796
1.43784,56.53946,69.57908
1.43786,56.29023,69.98092
1.43789,56.04782,70.3855
1.43791,56.15776,70.77915
1.43792,56.26326,71.23016
1.43794,56.10894,71.618
1.43796,55.88805,71.95327
1.43798,55.66169,72.10315
1.43799,55.48108,72.36569
1.43801,55.33632,72.88908
1.43804,55.10621,72.66921
1.43806,54.93824,72.90683
1.43807,54.75729,72.8406
1.43809,54.63336,68.03385
1.43811,54.52205,67.97206
1.43813,54.33905,68.33361
1.43815,54.21409,68.56031
1.43817,54.06899,68.84232
1.43819,54.0048,68.96454
1.43821,53.91741,69.18168
1.43823,53.77982,69.43262
1.43824,53.68661,69.57465
1.43826,53.56985,69.79111
1.43828,53.54698,69.8553
1.4383,53.48041,69.98503
1.43832,53.39369,70.20012
1.43834,53.33838,70.2841
1.43836,53.27487,70.45583
1.43838,53.29809,70.48349
1.43839,53.24858,70.54357
1.43841,53.21649,70.73306
1.43843,53.1885,70.77437
1.43846,53.17108,70.89216
1.43847,53.22809,70.89933
1.43849,53.19703,70.8826
1.43851,53.20215,71.0335
1.43853,53.20522,71.02805
1.43855,53.25199,71.08506
1.43856,53.3411,71.06082
1.43858,53.35407,70.97853
1.43861,53.40596,71.09359
1.43863,53.4302,71.05945
1.43864,53.52648,71.06251
1.43866,53.62992,71.0212
1.43868,53.68181,70.87815
1.4387,53.77673,70.94507
1.43871,53.84501,70.86723
1.43873,54.01026,70.81227
1.43876,54.13999,70.74706
1.43878,54.24412,70.54494
1.43879,54.37488,70.55143
1.43881,54.47184,70.45958
1.43883,54.6644,70.34624
1.43885,54.79891,70.2585
1.43887,54.94264,70.01473
1.43888,55.09764,69.96454
1.43891,55.25128,69.84129
1.43893,55.49471,69.67809
1.43894,55.65279,69.56133
1.43896,55.84364,69.27453
1.43898,56.02869,69.13865
1.439,56.22671,68.99014
1.43902,56.50292,68.77847
1.43904,56.67363,68.6395
1.43906,56.89521,68.31619
1.43908,57.10142,68.11202
1.4391,57.35918,67.9239
1.43911,57.65552,67.65589
1.43913,57.87438,67.47562
1.43915,58.13692,67.11885
1.43917,58.37045,66.83274
1.43919,58.67636,66.62141
1.43921,58.99149,66.31106
1.43923,59.24754,66.0946
1.43925,59.53809,65.72076
1.43926,59.80097,65.36876
1.43928,60.15569,65.1151
1.4393,60.48038,64.75798
1.43933,60.78799,64.48212
1.43934,61.10994,64.07413
1.43936,61.41721,63.64258
1.43938,61.81325,63.36024
1.4394,62.15295,62.97068
1.43942,62.4906,62.6535
1.43943,62.82962,62.2305
1.43945,63.18026,61.7474
1.43948,63.58995,61.41725
1.4395,63.9061,60.99355
1.43951,64.27653,60.61766
1.43953,64.36154,60.16939
1.43955,64.42197,59.61732
1.43957,64.72344,59.2462
1.43958,65.11161,58.7928
1.4396,65.53804,58.37218
1.43963,65.90848,57.91332
1.43965,65.649,57.3196
1.43966,65.84565,57.22879
1.43968,65.48034,57.36126
1.4397,62.57696,56.80544
1.43972,62.13859,61.61219
1.43974,62.29838,62.39164
1.43975,62.54487,62.04715
1.43978,62.76235,61.76821
1.4398,62.96208,61.49678
1.43982,63.1263,61.31003
1.43983,63.30554,61.11645
1.43985,63.47351,60.9116
1.43987,63.62818,60.81191
1.43989,63.77191,60.89077
1.43991,63.89449,60.89589
1.43993,64.02764,60.71289
1.43995,64.14509,60.492
1.43997,64.24375,60.33802
1.43998,64.32466,60.15467
1.44,64.39636,60.05225
1.44002,64.4643,59.91841
1.44004,64.52542,59.76067
1.44006,64.58004,59.64528
1.44008,64.62681,59.50154
1.4401,64.66233,59.4056
1.44012,64.69783,59.30762
1.44013,64.71593,59.15877
1.44015,64.72208,59.09323
1.44017,64.71218,59.00719
1.4402,64.69169,58.971
1.44021,64.65824,58.94881
1.44023,64.63058,58.86039
1.44025,64.59235,58.82932
1.44027,64.55035,58.77605
1.44029,64.48411,58.74361
1.4403,64.42095,58.74533
1.44032,64.34141,58.67807
1.44035,64.25195,58.6873
1.44037,64.15021,58.6948
1.44038,64.02559,58.70744
1.4404,63.90644,58.78323
1.44042,63.78659,58.78084
1.44044,63.66642,58.8283
1.44045,63.52576,58.87132
1.44047,63.36018,58.89317
1.4405,63.2004,58.97989
1.44052,63.02423,59.01164
1.44053,62.8525,59.0789
1.44055,62.65345,59.18269
1.44057,62.4305,59.25473
1.44059,62.22395,59.4087
1.44061,62.00442,59.50976
1.44062,61.80333,59.6139
1.44065,61.55444,59.73885
1.44067,61.30486,59.82796
1.44069,61.05017,59.99081
1.4407,60.78113,60.13796
1.44072,60.52542,60.25336
1.44074,60.2202,60.42884
1.44076,59.91668,60.57052
1.44078,59.62341,60.79142
1.4408,59.31989,61.01265
1.44082,59.02526,61.16766
1.44084,58.66438,61.3691
1.44085,58.33388,61.5357
1.44087,57.9853,61.76104
1.44089,57.64285,62.02972
1.44091,57.28915,62.19974
1.44093,56.8716,62.4418
1.44095,56.50253,62.66816
1.44097,56.12083,62.94504
1.44099,55.75143,63.28544
1.441,55.34753,63.50292
1.44102,54.89721,63.77332
1.44104,54.48239,64.02836
1.44107,54.04914,64.3066
1.44108,54.14576,64.67294
1.4411,54.14132,64.92183
1.44112,53.74664,65.22945
1.44114,56.90336,65.54116
1.44116,57.60633,65.85936
1.44117,57.53122,66.28305
1.44119,57.27072,66.59578
1.44122,56.98189,66.93242
1.44124,56.73573,67.28066
1.44125,56.48684,67.6074
1.44127,56.30555,67.98397
1.44129,56.06998,68.30217
1.44131,55.84499,68.64495
1.44132,55.64834,68.73099
1.44134,55.44622,68.88906
1.44137,55.30726,69.29705
1.44139,55.10787,69.72757
1.4414,54.97608,70.1301
1.44142,54.80845,70.56574
1.44144,54.93136,70.93481
1.44146,55.15806,71.42064
1.44148,55.1188,71.87029
1.4415,54.97507,72.28169
1.44152,54.80744,72.75079
1.44154,54.69784,73.15297
1.44156,54.61761,73.66406
1.44157,54.45101,73.85866
1.44159,54.34483,73.66748
1.44161,54.21577,74.23183
1.44163,54.16524,69.35167
1.44165,54.10822,68.43702
1.44167,53.99522,68.85184
1.44169,53.93069,69.07171
1.44171,53.8426,69.33221
1.44172,53.84704,69.48584
1.44174,53.81357,69.62207
1.44176,53.74837,69.9249
1.44178,53.71798,70.06112
1.4418,53.66984,70.24549
1.44182,53.71388,70.35748
1.44184,53.69442,70.41143
1.44186,53.67905,70.6586
1.44187,53.68008,70.73883
1.44189,53.68554,70.86243
1.44191,53.77022,70.9447
1.44194,53.77363,70.94265
1.44195,53.80914,71.13862
1.44197,53.83714,71.19735
1.44199,53.89791,71.26529
1.44201,54.01228,71.33084
1.44203,54.04198,71.2687
1.44204,54.11469,71.41072
1.44206,54.16385,71.42676
1.44209,54.28812,71.43564
1.44211,54.43083,71.47081
1.44212,54.51004,71.3636
1.44214,54.62987,71.43598
1.44216,54.71523,71.44008
1.44218,54.89004,71.39399
1.44219,55.04675,71.40764
1.44222,55.16693,71.25435
1.44224,55.31613,71.25537
1.44226,55.44041,71.22395
1.44227,55.66677,71.12426
1.44229,55.83646,71.10377
1.44231,56.01194,70.91087
1.44233,56.19734,70.83132
1.44235,56.36122,70.78591
1.44236,56.6241,70.64628
1.44239,56.8071,70.5937
1.44241,57.01502,70.37315
1.44243,57.21952,70.21883
1.44244,57.44213,70.14065
1.44246,57.74736,69.94673
1.44248,57.96245,69.84636
1.4425,58.21544,69.58825
1.44252,58.45306,69.35848
1.44254,58.72858,69.25468
1.44256,59.05668,69.02799
1.44258,59.29806,68.88323
1.44259,59.58075,68.60771
1.44261,59.83852,68.30727
1.44263,60.16628,68.16592
1.44265,60.51178,67.89279
1.44267,60.80403,67.69614
1.44269,61.12735,67.38614
1.44271,61.41754,67.01878
1.44273,61.79105,66.83647
1.44274,62.15329,66.53432
1.44276,62.47763,66.2885
1.44278,62.8269,65.97304
1.44281,63.15125,65.54833
1.44283,63.5688,65.3247
1.44284,63.94264,64.98465
1.44286,64.31717,64.67431
1.44288,64.68692,64.32641
1.4429,65.06281,63.84501
1.44291,65.51997,63.56608
1.44293,65.91192,63.20179
1.44296,66.31343,62.84433
1.44298,66.69853,62.48414
1.44299,66.60498,61.96895
1.44301,66.6224,61.62651
1.44303,66.88357,61.22502
1.44305,63.70194,60.80713
1.44306,62.76681,60.41723
1.44309,62.48925,59.85799
1.44311,62.52885,59.44761
1.44313,62.7255,59.02119
1.44314,62.9505,58.56266
1.44316,63.12974,58.15092
1.44318,63.32059,57.6347
1.4432,63.50051,57.25675
1.44322,63.66063,57.66406
1.44324,63.8153,57.46809
1.44326,63.94436,60.88769
1.44328,64.08092,63.2035
1.4433,64.20963,62.87574
1.44331,64.31479,62.56471
1.44333,64.4039,62.27075
1.44335,64.47594,62.07375
1.44337,64.54729,61.84364
1.44339,64.61454,61.5869
1.44341,64.67975,61.4039
1.44343,64.73335,61.17891
1.44345,64.7767,61.01026
1.44346,64.80846,60.82932
1.44348,64.83474,60.58896
1.4435,64.84259,60.45376
1.44352,64.84294,60.29945
1.44354,64.82553,60.18029
1.44356,64.803,60.07616
1.44358,64.77773,59.90852
1.4436,64.74837,59.81156
1.44362,64.71081,59.69378
1.44363,64.65516,59.57907
1.44365,64.58825,59.49269
1.44368,64.51962,59.34248
1.4437,64.43222,59.27556
1.44371,64.34243,59.21343
1.44373,64.22054,59.1465
1.44375,64.09763,59.13319
1.44377,63.98292,59.05194
1.44378,63.8624,59.02155
1.4438,63.73675,58.98912
1.44383,63.57492,58.93483
1.44385,63.42299,58.93654
1.44386,63.25297,58.88669
1.44388,63.08158,58.88089
1.4439,62.89278,58.89694
1.44392,62.66916,58.89011
1.44394,62.46567,58.96147
1.44396,62.25468,58.99015
1.44398,62.05223,59.01371
1.444,61.8187,59.06322
1.44402,61.55548,59.07892
1.44403,61.31307,59.15574
1.44405,61.04096,59.22778
1.44407,60.79002,59.26125
1.44409,60.48923,59.35957
1.44411,60.17751,59.42854
1.44413,59.88253,59.5675
1.44415,59.58174,59.72011
1.44417,59.29358,59.79556
1.44418,58.94875,59.91609
1.4442,58.60495,60.01305
1.44422,58.26388,60.15576
1.44424,57.91222,60.3473
1.44426,57.57593,60.43538
1.44428,57.16726,60.60028
1.4443,56.7876,60.74948
1.44432,56.40727,60.94306
1.44433,56.03376,61.19434
1.44435,55.64728,61.34182
1.44437,55.19422,61.53608
1.44439,54.78111,61.7242
1.44441,54.35263,61.91642
1.44443,54.06449,62.19433
1.44445,54.37414,62.36503
1.44447,53.94088,62.60162
1.44449,56.12559,62.84403
1.4445,57.69542,63.08677
1.44452,57.78179,63.42136
1.44455,57.56807,63.66615
1.44457,57.25397,63.92664
1.44458,57.00883,64.20934
1.4446,56.7456,64.4531
1.44462,56.56739,64.78973
1.44464,56.34513,65.00755
1.44465,56.09727,65.29025
1.44467,55.8955,65.43978
1.4447,55.67734,65.45139
1.44472,55.54487,65.69788
1.44473,55.33934,66.03963
1.44475,55.1403,66.37115
1.44477,54.96448,66.73612
1.44479,54.79036,67.03793
1.44481,54.69033,67.43022
1.44483,54.49708,67.81601
1.44485,54.34583,68.14923
1.44487,54.20141,68.54323
1.44489,54.07952,68.88328
1.4449,54.01363,69.31107
1.44492,53.84497,69.76651
1.44494,53.79308,70.12534
1.44496,53.6729,70.53436
1.44498,53.77566,70.89319
1.445,54.1041,71.31688
1.44502,54.17784,71.80749
1.44504,54.12527,72.18134
1.44505,54.00338,72.62313
1.44507,53.97709,73.02497
1.44509,53.94226,73.48281
1.44512,53.84666,73.97138
1.44513,53.80467,73.53778
1.44515,53.72853,73.99868
1.44517,53.7637,70.76925
1.44519,53.74766,68.36467
1.44521,53.70397,68.71223
1.44522,53.69407,68.96453
1.44524,53.67802,69.19226
1.44527,53.76235,69.40052
1.44528,53.76884,69.49544
1.4453,53.78386,69.7829
1.44532,53.80366,69.94063
1.44534,53.83645,70.08471
1.44536,53.95457,70.24928
1.44537,53.98256,70.27863
1.44539,54.043,70.48519
1.44542,54.09319,70.6057
1.44544,54.19083,70.68764
1.44545,54.34105,70.82182
1.44547,54.40319,70.8068
1.44549,54.51175,70.93518
1.44551,54.58891,71.0417
1.44552,54.74289,71.07652
1.44554,54.90849,71.181
1.44557,55.0109,71.12808
1.44559,55.15258,71.18441
1.4456,55.26184,71.25849
1.44562,55.47557,71.23937
1.44564,55.66301,71.30662
1.44566,55.81938,71.21615
1.44568,56.00033,71.19737
1.4457,56.14509,71.26429
1.44572,56.40354,71.20215
1.44574,56.59816,71.2298
1.44576,56.79174,71.11064
1.44577,57,71.01881
1.44579,57.20484,71.05125
1.44581,57.51246,70.94507
1.44583,57.73096,70.92185
1.44585,57.9761,70.77231
1.44587,58.21543,70.60399
1.44589,58.47388,70.60911
1.44591,58.81154,70.46878
1.44592,59.05189,70.39709
1.44594,59.32434,70.23491
1.44596,59.58654,70.0007
1.44599,59.89894,69.96963
1.446,60.25811,69.78288
1.44602,60.54182,69.6545
1.44604,60.86207,69.46161
1.44606,61.15023,69.16663
1.44608,61.51793,69.08366
1.44609,61.88837,68.87813
1.44611,62.20827,68.69854
1.44614,62.55002,68.48994
1.44616,62.87163,68.14169
1.44617,63.27996,68.00547
1.44619,63.6685,67.75487
1.44621,64.0362,67.51895
1.44623,64.41347,67.27825
1.44624,64.77878,66.89108
1.44626,65.23491,66.68555
1.44629,65.63163,66.41618
1.44631,66.02665,66.12837
1.44632,66.41314,65.87811
1.44634,66.68865,65.45373
1.44636,66.41655,65.18846
1.44638,66.76889,64.8788
1.44639,64.56506,64.53602
1.44641,62.94539,64.24411
1.44644,62.87301,63.78321
1.44646,63.10517,63.43531
1.44647,63.33324,63.11233
1.44649,63.54526,62.71936
1.44651,63.72279,62.41004
1.44653,63.91398,61.9382
1.44655,64.10039,61.59098
1.44657,64.20656,61.23728
1.44659,64.35576,60.9802
1.44661,64.40595,60.8986
1.44663,64.15433,60.5333
1.44664,64.04644,60.056
1.44666,64.10823,59.65416
1.44668,64.22806,59.17721
1.4467,64.33049,58.79107
1.44672,64.42266,58.27382
1.44674,64.51246,57.74702
1.44676,64.58995,58.06249
1.44678,64.65858,57.75726
1.44679,64.71184,58.23046
1.44681,64.75998,62.89621
1.44683,64.7989,62.86036
1.44686,64.82314,62.55206
1.44687,64.82791,62.28644
1.44689,64.82313,62.0669
1.44691,64.80162,61.87196
1.44693,64.78422,61.606
1.44695,64.76134,61.43632
1.44696,64.73642,61.24513
1.44698,64.69203,61.06145
1.44701,64.6357,60.9003
1.44703,64.57254,60.67189
1.44704,64.49129,60.53156
1.44706,64.40866,60.3974
1.44708,64.29531,60.25571
1.4471,64.184,60.17036
1.44711,64.07577,60.01774
1.44713,63.96448,59.91565
1.44716,63.84293,59.81459
1.44718,63.69237,59.68588
1.44719,63.5459,59.61452
1.44721,63.38953,59.49128
1.44723,63.22293,59.40046
1.44725,63.04608,59.34788
1.44727,62.82622,59.27276
1.44728,62.62854,59.26661
1.44731,62.42198,59.22906
1.44733,62.22703,59.17649
1.44734,62.00272,59.14849
1.44736,61.74803,59.09078
1.44738,61.50699,59.09658
1.4474,61.24718,59.0959
1.44742,60.99863,59.05151
1.44744,60.71492,59.07165
1.44746,60.40491,59.0696
1.44748,60.11881,59.12833
1.4475,59.82042,59.20447
1.44751,59.54524,59.20481
1.44753,59.20929,59.25807
1.44755,58.86821,59.28334
1.44757,58.5326,59.34684
1.44759,58.18607,59.4496
1.44761,57.85934,59.4636
