"sample_id","timepoint","strain","temperature","replicate","arabinose_concentration","arabinose_unit","IPTG_concentration","IPTG_unit","strain_input_state"
"sample.ginkgo.11588452","8.0","MG1655_PhlF_Gate","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588446","8.0","MG1655_empty_landing_pads","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588459","8.0","MG1655_pJS007_LALT__backbone","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588431","8.0","MG1655_empty_landing_pads","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588432","8.0","MG1655_PhlF_Gate","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588436","8.0","MG1655_WT","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588444","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588413","8.0","MG1655_PhlF_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588419","8.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588428","8.0","MG1655_pBADmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588512","18.0","MG1655_PhlF_Gate","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588525","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588526","18.0","MG1655_empty_landing_pads","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588537","18.0","MG1655_IcaR_Gate","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588478","8.0","MG1655_IcaR_Gate","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588489","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588510","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588514","18.0","MG1655_pTACmin","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588515","18.0","MG1655_pTACmin","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588521","18.0","MG1655_WT","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588522","18.0","MG1655_NAND_Circuit","37.0","1","0","M","0.000373134","M","10"
"sample.ginkgo.11588538","18.0","MG1655_IcaR_Gate","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588463","8.0","MG1655_NAND_Circuit","37.0","2","0.037313","M","0","M","01"
"sample.ginkgo.11588483","8.0","MG1655_NAND_Circuit","37.0","2","0.037313","M","0.000373134","M","11"
"sample.ginkgo.11588484","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588486","8.0","MG1655_empty_landing_pads","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588495","18.0","MG1655_pTACmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588498","18.0","MG1655_IcaR_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588527","18.0","MG1655_pBADmin","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588491","8.0","MG1655_empty_landing_pads","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588502","18.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","00"
"sample.ginkgo.11588466","8.0","MG1655_empty_landing_pads","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588473","8.0","MG1655_PhlF_Gate","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588490","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588461","8.0","MG1655_WT","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588480","8.0","MG1655_pJS007_LALT__backbone","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588504","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588523","18.0","MG1655_NAND_Circuit","37.0","2","0","M","0.000373134","M","10"
"sample.ginkgo.11588531","18.0","MG1655_empty_landing_pads","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588534","18.0","MG1655_pTACmin","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588536","18.0","MG1655_WT","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588467","8.0","MG1655_pBADmin","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588479","8.0","MG1655_pJS007_LALT__backbone","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588496","18.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588500","18.0","MG1655_pJS007_LALT__backbone","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588462","8.0","MG1655_NAND_Circuit","37.0","1","0.037313","M","0","M","01"
"sample.ginkgo.11588493","18.0","MG1655_PhlF_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588494","18.0","MG1655_pTACmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588524","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588530","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588472","8.0","MG1655_PhlF_Gate","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588497","18.0","MG1655_IcaR_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588506","18.0","MG1655_empty_landing_pads","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588516","18.0","MG1655_WT","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588518","18.0","MG1655_IcaR_Gate","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588465","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588474","8.0","MG1655_pTACmin","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588475","8.0","MG1655_pTACmin","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588482","8.0","MG1655_NAND_Circuit","37.0","1","0.037313","M","0.000373134","M","11"
"sample.ginkgo.11588508","18.0","MG1655_pBADmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588509","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588535","18.0","MG1655_pTACmin","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588464","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588471","8.0","MG1655_empty_landing_pads","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588481","8.0","MG1655_WT","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588520","18.0","MG1655_pJS007_LALT__backbone","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588476","8.0","MG1655_WT","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588511","18.0","MG1655_empty_landing_pads","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588533","18.0","MG1655_PhlF_Gate","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588485","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588499","18.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588503","18.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","00"
"sample.ginkgo.11588507","18.0","MG1655_pBADmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588528","18.0","MG1655_pBADmin","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588469","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588488","8.0","MG1655_pBADmin","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588501","18.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588505","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0","M","0","M","NA"
"sample.ginkgo.11588519","18.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588532","18.0","MG1655_PhlF_Gate","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588468","8.0","MG1655_pBADmin","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588470","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588477","8.0","MG1655_IcaR_Gate","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588487","8.0","MG1655_pBADmin","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588492","18.0","MG1655_PhlF_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.11588513","18.0","MG1655_PhlF_Gate","37.0","2","0","M","0.000373134","M","NA"
"sample.ginkgo.11588517","18.0","MG1655_IcaR_Gate","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588529","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0","M","0.000373134","M","NA"
"sample.ginkgo.11588573","5.0","MG1655_PhlF_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588574","5.0","MG1655_pTACmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588637","5.0","MG1655_IcaR_Gate","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588658","8.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588578","5.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588676","8.0","MG1655_WT","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588575","5.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588636","5.0","MG1655_WT","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588656","8.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588657","8.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588698","8.0","MG1655_IcaR_Gate","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588595","5.0","MG1655_pTACmin","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588655","8.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588572","5.0","MG1655_PhlF_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588598","5.0","MG1655_IcaR_Gate","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588635","5.0","MG1655_pTACmin","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588576","5.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588618","5.0","MG1655_IcaR_Gate","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588675","8.0","MG1655_pTACmin","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588597","5.0","MG1655_IcaR_Gate","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588638","5.0","MG1655_IcaR_Gate","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588577","5.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588678","8.0","MG1655_IcaR_Gate","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588695","8.0","MG1655_pTACmin","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588697","8.0","MG1655_IcaR_Gate","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588571","18.0","MG1655_empty_landing_pads","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588617","5.0","MG1655_IcaR_Gate","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588596","5.0","MG1655_WT","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588615","5.0","MG1655_pTACmin","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588677","8.0","MG1655_IcaR_Gate","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588696","8.0","MG1655_WT","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588616","5.0","MG1655_WT","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588736","18.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588733","18.0","MG1655_PhlF_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588732","18.0","MG1655_PhlF_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588735","18.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588734","18.0","MG1655_pTACmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588737","18.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588731","8.0","MG1655_empty_landing_pads","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588738","18.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588755","18.0","MG1655_pTACmin","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588758","18.0","MG1655_IcaR_Gate","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588756","18.0","MG1655_WT","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588757","18.0","MG1655_IcaR_Gate","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588776","18.0","MG1655_WT","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588777","18.0","MG1655_IcaR_Gate","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588797","18.0","MG1655_IcaR_Gate","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588795","18.0","MG1655_pTACmin","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588799","18.0","MG1655_pJS007_LALT__backbone","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588796","18.0","MG1655_WT","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588775","18.0","MG1655_pTACmin","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588778","18.0","MG1655_IcaR_Gate","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588798","18.0","MG1655_IcaR_Gate","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588783","18.0","MG1655_NAND_Circuit","37.0","4","0.037313","M","0","M","01"
"sample.ginkgo.11588742","18.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","00"
"sample.ginkgo.11588811","18.0","MG1655_empty_landing_pads","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588552","18.0","MG1655_PhlF_Gate","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588800","18.0","MG1655_pJS007_LALT__backbone","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588540","18.0","MG1655_pJS007_LALT__backbone","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588543","18.0","MG1655_NAND_Circuit","37.0","2","0.037313","M","0","M","01"
"sample.ginkgo.11588559","18.0","MG1655_pJS007_LALT__backbone","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588740","18.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588547","18.0","MG1655_pBADmin","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588804","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588786","18.0","MG1655_empty_landing_pads","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588539","18.0","MG1655_pJS007_LALT__backbone","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588541","18.0","MG1655_WT","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588548","18.0","MG1655_pBADmin","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588551","18.0","MG1655_empty_landing_pads","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588747","18.0","MG1655_pBADmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588806","18.0","MG1655_empty_landing_pads","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588546","18.0","MG1655_empty_landing_pads","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588557","18.0","MG1655_IcaR_Gate","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588565","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588542","18.0","MG1655_NAND_Circuit","37.0","1","0.037313","M","0","M","01"
"sample.ginkgo.11588563","18.0","MG1655_NAND_Circuit","37.0","2","0.037313","M","0.000373134","M","11"
"sample.ginkgo.11588564","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588805","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588739","18.0","MG1655_pJS007_LALT__backbone","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588741","18.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588544","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588549","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0.037313","M","0","M","NA"
"sample.ginkgo.11588746","18.0","MG1655_empty_landing_pads","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588550","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588558","18.0","MG1655_IcaR_Gate","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588807","18.0","MG1655_pBADmin","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588808","18.0","MG1655_pBADmin","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588794","18.0","MG1655_pTACmin","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588545","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0.037313","M","0","M","NA"
"sample.ginkgo.11588801","18.0","MG1655_WT","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588555","18.0","MG1655_pTACmin","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588561","18.0","MG1655_WT","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588553","18.0","MG1655_PhlF_Gate","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588745","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588556","18.0","MG1655_WT","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588802","18.0","MG1655_NAND_Circuit","37.0","3","0.037313","M","0.000373134","M","11"
"sample.ginkgo.11588803","18.0","MG1655_NAND_Circuit","37.0","4","0.037313","M","0.000373134","M","11"
"sample.ginkgo.11588788","18.0","MG1655_pBADmin","37.0","4","0.037313","M","0","M","NA"
"sample.ginkgo.11588562","18.0","MG1655_NAND_Circuit","37.0","1","0.037313","M","0.000373134","M","11"
"sample.ginkgo.11588809","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","3","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588810","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588743","18.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","00"
"sample.ginkgo.11588744","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588554","18.0","MG1655_pTACmin","37.0","1","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588560","18.0","MG1655_pJS007_LALT__backbone","37.0","2","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588587","5.0","MG1655_pBADmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588591","5.0","MG1655_empty_landing_pads","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588753","18.0","MG1655_PhlF_Gate","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588594","5.0","MG1655_pTACmin","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588588","5.0","MG1655_pBADmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588751","18.0","MG1655_empty_landing_pads","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588585","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588593","5.0","MG1655_PhlF_Gate","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588600","5.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588581","5.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588583","5.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","00"
"sample.ginkgo.11588590","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588605","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0.000373134","M","NA"
"sample.ginkgo.11588602","5.0","MG1655_NAND_Circuit","37.0","3","0","M","0.000373134","M","10"
"sample.ginkgo.11588580","5.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588586","5.0","MG1655_empty_landing_pads","37.0","3","0","M","0","M","NA"
"sample.ginkgo.11588793","18.0","MG1655_PhlF_Gate","37.0","4","0.037313","M","0.000373134","M","NA"
"sample.ginkgo.11588787","18.0","MG1655_pBADmin","37.0","3","0.037313","M","0","M","NA"
"sample.ginkgo.11588604","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588754","18.0","MG1655_pTACmin","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588603","5.0","MG1655_NAND_Circuit","37.0","4","0","M","0.000373134","M","10"
"sample.ginkgo.11588607","5.0","MG1655_pBADmin","37.0","3","0","M","0.000373134","M","NA"
"sample.ginkgo.11588748","18.0","MG1655_pBADmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.11588599","5.0","MG1655_pJS007_LALT__backbone","37.0","3","0","M","0.000373134","M","NA"
